date,nav,cash,n_positions,csi300_nav
2018-04-10,2662551.0918728947,1001165.9459225773,6,
2018-04-11,2670994.4578836085,805135.7032487511,7,
2018-04-12,2691821.194775355,267086.6075828194,9,
2018-04-13,2682866.7108848216,267086.6075828194,9,
2018-04-16,2681185.6044045566,253827.61604701274,9,
2018-04-17,2620870.013064921,1012770.7116313574,6,
2018-04-18,2673188.725272715,1278339.8457446692,5,
2018-04-19,2661863.2664077636,747033.3968036531,7,
2018-04-20,2627752.8509869454,5696.1615815041005,10,
2018-04-23,2603643.474608409,54817.38412951195,10,
2018-04-24,2655068.558959138,54437.387923371396,10,
2018-04-25,2661280.458144319,54437.387923371396,10,
2018-04-26,2619548.3721088762,571555.3304981585,8,
2018-04-27,2639328.199219357,994138.0816217775,6,
2018-05-02,2627400.862505662,749801.769736039,7,
2018-05-03,2639993.5547060603,297.9753203027067,10,
2018-05-04,2643021.931309187,297.9753203027067,10,
2018-05-07,2681692.9512087097,43782.61037504597,10,
2018-05-08,2695437.3522821655,43782.61037504597,10,
2018-05-09,2699540.761810898,43782.61037504597,10,
2018-05-10,2727841.5097363703,42246.381963085325,10,
2018-05-11,2714338.3776262514,262822.8390291445,9,
2018-05-14,2739030.3067890396,529793.3320728533,8,
2018-05-15,2754013.6819048636,831327.0175142996,7,
2018-05-16,2744845.96564691,827061.7575399154,7,
2018-05-17,2728305.3633538955,1377164.109691786,5,
2018-05-18,2730851.3565695994,1617170.2802336924,4,
2018-05-21,2731690.8156035654,529111.9606135599,8,
2018-05-22,2730117.143796014,247164.71974663658,9,
2018-05-23,2727607.2377249235,1052708.55379548,6,
2018-05-24,2732176.3692057123,1317662.1323740475,5,
2018-05-25,2743690.290297174,1854969.811476373,3,
2018-05-28,2725146.500455904,1327093.7401409622,5,
2018-05-29,2724138.6969204424,1327093.7401409622,5,
2018-05-30,2738624.5978351114,1628990.0450702186,4,
2018-05-31,2770717.2325000283,1352372.6398334024,5,
2018-06-01,2759670.7828387734,1352372.6398334024,5,
2018-06-04,2778882.929891443,796997.0797480103,7,
2018-06-05,2851706.8378849025,654.4870300288894,10,
2018-06-06,2862081.031744003,654.4870300288894,10,
2018-06-07,2853087.663264155,5076.65161597688,10,
2018-06-08,2810067.9211416957,268748.4233656641,9,
2018-06-11,2744561.0451452015,1414385.742878127,5,
2018-06-12,2750571.1877311943,1959053.3156360863,3,
2018-06-13,2742123.0182576654,1957369.7482038017,3,
2018-06-14,2742044.3765611164,1683471.8244046683,4,
2018-06-15,2729899.9413003917,1406185.823058128,5,
2018-06-19,2679940.7195745227,1908602.3069558856,3,
2018-06-20,2666502.011781573,2399918.1561526055,1,
2018-06-21,2667409.227933955,2667409.227933955,0,
2018-06-22,2667010.7622199054,2401366.952853679,1,
2018-06-25,2661743.995957851,2401366.952853679,1,
2018-06-26,2661589.071156215,539706.6898123736,8,
2018-06-27,2651453.0280604833,11358.219386624754,10,
2018-06-28,2627819.1344755646,6423.7746256346,10,
2018-06-29,2697398.321534967,6423.7746256346,10,
2018-07-02,2633964.3640609737,512665.58810195874,8,
2018-07-03,2674475.043914842,1032756.1176758284,6,
2018-07-04,2657555.068263959,1555183.8512992377,4,
2018-07-05,2624841.647622108,2072635.6824369426,2,
2018-07-06,2630812.0393988607,2341796.867012691,1,
2018-07-09,2633445.508122158,2341796.867012691,1,
2018-07-10,2633445.508122158,2341796.867012691,1,
2018-07-11,2624791.007717728,2624791.007717728,0,
2018-07-12,2624791.007717728,2624791.007717728,0,
2018-07-13,2624791.007717728,2624791.007717728,0,
2018-07-16,2624791.007717728,2624791.007717728,0,
2018-07-17,2624791.007717728,2624791.007717728,0,
2018-07-18,2624791.007717728,2624791.007717728,0,
2018-07-19,2624791.007717728,2624791.007717728,0,
2018-07-20,2624791.007717728,2624791.007717728,0,
2018-07-23,2624791.007717728,2624791.007717728,0,
2018-07-24,2624398.3180586095,2362605.211979508,1,
2018-07-25,2622979.646641373,2362605.211979508,1,
2018-07-26,2616773.2509199376,2362605.211979508,1,
2018-07-27,2616714.1330305333,2362605.211979508,1,
2018-07-30,2613440.9937864537,2613440.9937864537,0,
2018-07-31,2613440.9937864537,2613440.9937864537,0,
2018-08-01,2613440.9937864537,2613440.9937864537,0,
2018-08-02,2613440.9937864537,2613440.9937864537,0,
2018-08-03,2613440.9937864537,2613440.9937864537,0,
2018-08-06,2613440.9937864537,2613440.9937864537,0,
2018-08-07,2613440.9937864537,2613440.9937864537,0,
2018-08-08,2613440.9937864537,2613440.9937864537,0,
2018-08-09,2612660.3386064763,2092223.551954865,2,
2018-08-10,2619906.0827380894,1306548.8436824556,5,
2018-08-13,2662477.4109012363,1306548.8436824556,5,
2018-08-14,2673773.226345229,1306548.8436824556,5,
2018-08-15,2650443.7733299015,1306548.8436824556,5,
2018-08-16,2634137.7425697325,1809330.5638339992,3,
2018-08-17,2630053.540327835,1809330.5638339992,3,
2018-08-20,2667016.1936309813,1809330.5638339992,3,
2018-08-21,2710185.9945158954,1540936.672482967,4,
2018-08-22,2716346.816943168,726721.3873605722,7,
2018-08-23,2755574.014491295,1440.5346576922457,10,
2018-08-24,2733485.730523323,1440.5346576922457,10,
2018-08-27,2817635.191576075,883.2675858251459,10,
2018-08-28,2821486.3511712304,1314.3790871850797,10,
2018-08-29,2803805.1907212487,1314.3790871850797,10,
2018-08-30,2779083.8239907017,653143.8265084021,8,
2018-08-31,2734518.0810613623,1474648.5374135964,5,
2018-09-03,2716666.418936371,1891494.6687723391,3,
2018-09-04,2732648.530298828,2150174.8065057984,2,
2018-09-05,2722913.2685036887,2416354.166445278,1,
2018-09-06,2723209.2428908576,1873734.3058333625,3,
2018-09-07,2704155.2687392463,1873734.3058333625,3,
2018-09-10,2665798.584616064,2665798.584616064,0,
2018-09-11,2665399.85997579,2399583.433126425,1,
2018-09-12,2673599.0779628507,2399583.433126425,1,
2018-09-13,2674073.9042454,1865672.3488979572,3,
2018-09-14,2694025.7495580907,1059259.8646818395,6,
2018-09-17,2676225.14731276,1059259.8646818395,6,
2018-09-18,2703285.4411902423,250121.20073461486,9,
2018-09-19,2742898.1789273256,1603.3291024203063,10,
2018-09-20,2723552.0841759676,1603.3291024203063,10,
2018-09-21,2795059.9945229525,1603.3291024203063,10,
2018-09-25,2781536.4961308474,1603.3291024203063,10,
2018-09-26,2814047.3020714754,1603.3291024203063,10,
2018-09-27,2790565.707446694,533471.5615764852,8,
2018-09-28,2820499.9529596562,781179.3310400243,7,
2018-10-08,2728887.0963877672,2444671.9314402575,1,
2018-10-09,2722309.3015143387,2722309.3015143387,0,
2018-10-10,2722309.3015143387,2722309.3015143387,0,
2018-10-11,2722309.3015143387,2722309.3015143387,0,
2018-10-12,2722309.3015143387,2722309.3015143387,0,
2018-10-15,2722309.3015143387,2722309.3015143387,0,
2018-10-16,2722309.3015143387,2722309.3015143387,0,
2018-10-17,2722309.3015143387,2722309.3015143387,0,
2018-10-18,2722309.3015143387,2722309.3015143387,0,
2018-10-19,2721902.519338655,2450714.4022160047,1,
2018-10-22,2730860.0100342142,812331.6642347683,7,
2018-10-23,2705027.7144454587,541838.5244392026,8,
2018-10-24,2718935.5598949064,541838.5244392026,8,
2018-10-25,2710840.483000146,541838.5244392026,8,
2018-10-26,2730980.7322286237,541838.5244392026,8,
2018-10-29,2725439.874579774,541838.5244392026,8,
2018-10-30,2749931.8663343536,807572.3179802049,7,
2018-10-31,2774478.384772717,372.8225626338681,10,
2018-11-01,2820695.471779286,372.8225626338681,10,
2018-11-02,2947087.0268978467,372.8225626338681,10,
2018-11-05,2968326.298252522,372.8225626338681,10,
2018-11-06,2982301.5090622297,372.8225626338681,10,
2018-11-07,2985358.8913359037,372.8225626338681,10,
2018-11-08,3107698.7836040845,372.8225626338681,10,
2018-11-09,3092707.882650124,867450.536258446,7,
2018-11-12,3162149.932201134,867450.536258446,7,
2018-11-13,3209691.2535839425,223.1272869456152,10,
2018-11-14,3224730.0804787027,223.1272869456152,10,
2018-11-15,3371684.1427975046,223.1272869456152,10,
2018-11-16,3430282.9701118814,223.1272869456152,10,
2018-11-19,3549423.4188728677,223.1272869456152,10,
2018-11-20,3457900.7200077404,630809.8369673121,8,
2018-11-21,3440180.9630571236,917347.5296436179,7,
2018-11-22,3463344.9381139623,1592377.8577354301,5,
2018-11-23,3349948.348395585,3349948.348395585,0,
2018-11-26,3349948.348395585,3349948.348395585,0,
2018-11-27,3349447.0820946447,3015269.5481343023,1,
2018-11-28,3354265.4580920925,2345834.364733099,3,
2018-11-29,3349071.9199764477,340259.2281925429,9,
2018-11-30,3362343.846467589,3993.9702545155305,10,
2018-12-03,3459385.6021915423,3993.9702545155305,10,
2018-12-04,3481303.0384574877,3993.9702545155305,10,
2018-12-05,3478950.625327681,3993.9702545155305,10,
2018-12-06,3428997.335687207,665925.0721126068,8,
2018-12-07,3476809.1330458154,993477.252857827,7,
2018-12-10,3506655.342910908,644019.2357999312,8,
2018-12-11,3537987.4176711547,658647.1009940612,8,
2018-12-12,3545539.0938375937,1358333.5105513083,6,
2018-12-13,3541767.145679234,548.9023663985427,10,
2018-12-14,3482280.236279701,1036812.3985645522,7,
2018-12-17,3461021.434421443,2377238.4967993726,3,
2018-12-18,3448445.296613287,1687845.85551412,5,
2018-12-19,3437764.63092029,2074152.85057485,4,
2018-12-20,3430346.485607355,2738467.81644079,2,
2018-12-21,3431384.886162012,2738467.81644079,2,
2018-12-24,3451854.2615441494,1705152.1034745388,5,
2018-12-25,3469053.486743658,666725.6259114434,8,
2018-12-26,3493899.4860799005,666725.6259114434,8,
2018-12-27,3459279.2608953165,321057.1791387249,9,
2018-12-28,3512072.713682716,321057.1791387249,9,
2019-01-02,3492566.6146132397,296.93039387941826,10,
2019-01-03,3525528.1874393392,1001193.649551766,7,
2019-01-04,3603088.3710813927,627594.6796369958,8,
2019-01-07,3623020.219618838,265255.7091303276,9,
2019-01-08,3710360.2175222803,260338.09957374807,9,
2019-01-09,3719047.0756517816,260338.09957374807,9,
2019-01-10,3651133.697429602,620757.3536071228,8,
2019-01-11,3649535.0748654054,998122.9740257906,7,
2019-01-14,3623446.905305283,2530867.6067136694,3,
2019-01-15,3651652.3834074903,2893368.3773363996,2,
2019-01-16,3637482.061494391,3259458.3623538422,1,
2019-01-17,3636157.924140494,3259458.3623538422,1,
2019-01-18,3639468.084205191,3259458.3623538422,1,
2019-01-21,3646750.5563388276,3259458.3623538422,1,
2019-01-22,3643440.4296050477,3259458.3623538422,1,
2019-01-23,3648736.67904238,3259458.3623538422,1,
2019-01-24,3656019.0845141816,3259458.3623538422,1,
2019-01-25,3653370.943130057,3259458.3623538422,1,
2019-01-28,3654033.028472464,3259458.3623538422,1,
2019-01-29,3652046.839107077,3259458.3623538422,1,
2019-01-30,3647491.735914795,3647491.735914795,0,
2019-01-31,3647491.735914795,3647491.735914795,0,
2019-02-01,3646948.4268699572,3284742.3969779895,1,
2019-02-11,3651549.9656690047,2554652.719785063,3,
2019-02-12,3665183.6268914626,2554652.719785063,3,
2019-02-13,3699708.4290517257,2554652.719785063,3,
2019-02-14,3717202.200843184,2554652.719785063,3,
2019-02-15,3716791.678286879,2554652.719785063,3,
2019-02-18,3757606.8276418136,2554652.719785063,3,
2019-02-19,3778105.5557263778,2554652.719785063,3,
2019-02-20,3789571.735981314,1796917.265442221,5,
2019-02-21,3814798.376873343,1796917.265442221,5,
2019-02-22,3897536.4234717772,1796917.265442221,5,
2019-02-25,3941813.237525503,1402775.9219184325,6,
2019-02-26,4008885.2779193325,1001985.1416392729,7,
2019-02-27,3950781.202513735,1781228.163106005,5,
2019-02-28,3935204.2208167957,2543569.5473167347,3,
2019-03-01,3985121.5115043567,2543569.5473167347,3,
2019-03-04,4043459.400029294,2139187.17169296,4,
2019-03-05,4165110.790625684,1723357.7998076603,5,
2019-03-06,4320614.569755571,859813.8446769877,7,
2019-03-07,4393498.14403259,420945.1699515506,8,
2019-03-08,4252683.114649884,420945.1699515506,8,
2019-03-11,4326192.79888994,511589.1615045711,8,
2019-03-12,4398064.171571987,642585.8076288863,8,
2019-03-13,4231338.337825184,1171456.2988504218,7,
2019-03-14,4121931.180117588,2406391.897128086,4,
2019-03-15,4116104.4212292484,2819315.7474469,3,
2019-03-18,4104479.0275019216,1589498.2866209554,6,
2019-03-19,4140104.8037398863,348126.9688714552,9,
2019-03-20,4110592.648507838,782147.0840232421,8,
2019-03-21,4136251.296694808,341491.3670855095,9,
2019-03-22,4224371.550076538,1392.2340803673142,10,
2019-03-25,4136994.1103101783,778653.9269090702,8,
2019-03-26,4040724.847020679,2263522.3999877507,4,
2019-03-27,4055280.307340961,2260118.6284545474,4,
2019-03-28,4045327.939879566,1875555.5014010961,5,
2019-03-29,4125867.0174506716,1052810.1213840062,7,
2019-04-01,4169980.9957528883,31.41055353230331,10,
2019-04-02,4180705.079605656,31.41055353230331,10,
2019-04-03,4241436.703480321,519152.8114209945,9,
2019-04-04,4304043.10501917,519152.8114209945,9,
2019-04-08,4225591.483383733,912502.3228460129,8,
2019-04-09,4274916.422651845,1733559.391544896,6,
2019-04-10,4273772.878839951,3053167.522242051,3,
2019-04-11,4245130.900194626,3053167.522242051,3,
2019-04-12,4224127.09955886,3069545.941969901,3,
2019-04-15,4193320.5385509785,3782379.0315929707,1,
2019-04-16,4197367.783385878,3782379.0315929707,1,
2019-04-17,4200436.686828141,842829.9776816416,8,
2019-04-18,4194734.135463242,842829.9776816416,8,
2019-04-19,4207465.62672463,8371.24152985093,10,
2019-04-22,4231116.213615804,8371.24152985093,10,
2019-04-23,4190144.5353458454,406596.30827408313,9,
2019-04-24,4263190.625873952,1648737.4897159627,6,
2019-04-25,4176831.9587723785,2853720.7125680023,3,
2019-04-26,4196611.110307412,2853720.7125680023,3,
2019-05-06,4070736.7414490753,2853720.7125680023,3,
2019-05-07,4090342.7201703126,3649684.394975,1,
2019-05-08,4100530.3697064454,3649684.394975,1,
2019-05-09,4089889.8911908204,3649684.394975,1,
2019-05-10,4113945.8189780526,1594040.8859545998,6,
2019-05-13,4096203.7470760634,889.0152874282794,10,
2019-05-14,4058784.3725624373,889.0152874282794,10,
2019-05-15,4109122.6198616317,889.0152874282794,10,
2019-05-16,4115342.924994736,47502.03945091291,10,
2019-05-17,4045115.8056430155,817147.1917323403,8,
2019-05-20,4120646.67137652,1991518.5491421751,5,
2019-05-21,4202598.593745523,1991518.5491421751,5,
2019-05-22,4217542.924738985,2410355.5809508376,4,
2019-05-23,4252656.771327119,2410355.5809508376,4,
2019-05-24,4138018.189097505,2410355.5809508376,4,
2019-05-27,4212556.687785249,2899163.656283479,3,
2019-05-28,4295475.570536714,2899163.656283479,3,
2019-05-29,4296997.4462996535,2899163.656283479,3,
2019-05-30,4263611.581463914,3291408.88103972,2,
2019-05-31,4260065.092512231,3726701.1078320555,1,
2019-06-03,4242027.675442987,4242027.675442987,0,
2019-06-04,4242027.675442987,4242027.675442987,0,
2019-06-05,4242027.675442987,4242027.675442987,0,
2019-06-06,4242027.675442987,4242027.675442987,0,
2019-06-10,4242027.675442987,4242027.675442987,0,
2019-06-11,4242027.675442987,4242027.675442987,0,
2019-06-12,4242027.675442987,4242027.675442987,0,
2019-06-13,4242027.675442987,4242027.675442987,0,
2019-06-14,4242027.675442987,4242027.675442987,0,
2019-06-17,4242027.675442987,4242027.675442987,0,
2019-06-18,4242027.675442987,4242027.675442987,0,
2019-06-19,4242027.675442987,4242027.675442987,0,
2019-06-20,4242027.675442987,4242027.675442987,0,
2019-06-21,4242027.675442987,4242027.675442987,0,
2019-06-24,4242027.675442987,4242027.675442987,0,
2019-06-25,4242027.675442987,4242027.675442987,0,
2019-06-26,4242027.675442987,4242027.675442987,0,
2019-06-27,4242027.675442987,4242027.675442987,0,
2019-06-28,4242027.675442987,4242027.675442987,0,
2019-07-01,4242027.675442987,4242027.675442987,0,
2019-07-02,4239490.3788027335,2547959.2853006893,4,
2019-07-03,4224064.323072152,2126317.6167771393,5,
2019-07-04,4264310.842833143,2536710.95097981,4,
2019-07-05,4256495.80386601,2536710.95097981,4,
2019-07-08,4174040.714048677,2926340.242075258,3,
2019-07-09,4173127.406902986,3756655.991001802,1,
2019-07-10,4170017.9531294876,3756655.991001802,1,
2019-07-11,4149138.671008044,3320819.8254021937,2,
2019-07-12,4150968.622393542,2905998.539919787,3,
2019-07-15,4160050.939491516,46.64590669237077,10,
2019-07-16,4181778.1029017027,46.64590669237077,10,
2019-07-17,4174497.605976659,890.1998372849193,10,
2019-07-18,4134261.981005269,681.7158170518815,10,
2019-07-19,4160367.4832666693,360469.2215050039,9,
2019-07-22,4088244.39042359,1599407.4421718656,6,
2019-07-23,4124850.094512564,2025822.8374515595,5,
2019-07-24,4216739.916021425,1619696.2034531417,6,
2019-07-25,4224259.483619839,445.1705895962659,10,
2019-07-26,4235315.693946987,445.1705895962659,10,
2019-07-29,4297947.317787319,445.1705895962659,10,
2019-07-30,4266902.979704052,445.1705895962659,10,
2019-07-31,4302497.213455349,445.1705895962659,10,
2019-08-01,4311420.086449868,405677.2320454182,9,
2019-08-02,4208711.2743731085,2887678.193604523,3,
2019-08-05,4183061.0563658774,3765796.490707308,1,
2019-08-06,4176061.3226317465,3765796.490707308,1,
2019-08-07,4152924.885560709,4152924.885560709,0,
2019-08-08,4152924.885560709,4152924.885560709,0,
2019-08-09,4151683.5176806985,3324104.931006962,2,
2019-08-12,4149651.3442363082,5831.535991603101,10,
2019-08-13,4124888.0003299057,5831.535991603101,10,
2019-08-14,4158650.854556543,61.659018975507934,10,
2019-08-15,4180821.6941022696,663.0826139271376,10,
2019-08-16,4214637.7757597985,251.5460539877531,10,
2019-08-19,4355582.492356402,251.5460539877531,10,
2019-08-20,4387783.833699328,251.5460539877531,10,
2019-08-21,4379578.975253207,251.5460539877531,10,
2019-08-22,4424933.370165926,251.5460539877531,10,
2019-08-23,4497004.548697573,251.5460539877531,10,
2019-08-26,4479891.720522744,1246949.5872868123,7,
2019-08-27,4496205.402220589,1246949.5872868123,7,
2019-08-28,4464344.9973794045,1296269.7280140938,7,
2019-08-29,4455846.981577713,1767866.4036320033,6,
2019-08-30,4484559.883933289,2210299.8058368987,5,
2019-09-02,4518291.098612934,1306544.3513576095,7,
2019-09-03,4500076.687927216,76.4513444606564,10,
2019-09-04,4582952.223391503,76.4513444606564,10,
2019-09-05,4649054.183099908,1029.8877698604483,10,
2019-09-06,4638441.06216256,1029.8877698604483,10,
2019-09-09,4707421.4236242,1029.8877698604483,10,
2019-09-10,4703674.8510080045,67780.57844216266,10,
2019-09-11,4660855.294079346,530744.361085457,9,
2019-09-12,4701159.11607222,530744.361085457,9,
2019-09-16,4734783.489273388,1428869.4818957632,7,
2019-09-17,4656340.384604962,2751052.170255215,4,
2019-09-18,4732031.09915498,2751052.170255215,4,
2019-09-19,4769235.944011242,2751052.170255215,4,
2019-09-20,4819101.824527748,2269853.8209495614,5,
2019-09-23,4842898.97851382,1786146.7357579302,6,
2019-09-24,4847041.486014039,2289316.809548051,5,
2019-09-25,4816870.004131658,2764897.0987819266,4,
2019-09-26,4707074.254516418,4183252.596191223,1,
2019-09-27,4697071.8746046135,4697071.8746046135,0,
2019-09-30,4696368.551261694,4227486.322648794,1,
2019-10-08,4694037.37659517,3758075.2654797146,2,
2019-10-09,4649499.573623092,3293393.644105346,3,
2019-10-10,4656148.324525387,14.51808217301732,10,
2019-10-11,4650734.382116825,14.51808217301732,10,
2019-10-14,4689400.570237667,14.51808217301732,10,
2019-10-15,4662507.766196425,443023.9771100833,9,
2019-10-16,4634233.112721069,1326882.9598232342,7,
2019-10-17,4640741.423569877,2711758.5933792186,4,
2019-10-18,4632578.163190801,2718440.6450233054,4,
2019-10-21,4664700.737710912,2718440.6450233054,4,
2019-10-22,4692344.5524530485,2732246.1030321196,4,
2019-10-23,4685907.755016501,858303.4274808721,8,
2019-10-24,4672127.09579552,428677.2789486723,9,
2019-10-25,4678278.655070717,451.0109609918436,10,
2019-10-28,4742320.931500847,451.0109609918436,10,
2019-10-29,4709394.347987803,1263.4765011387062,10,
2019-10-30,4785725.008970316,42.75808912090724,10,
2019-10-31,4863564.772230203,42.75808912090724,10,
2019-11-01,4868276.556402261,42.75808912090724,10,
2019-11-04,4950445.861536081,42.75808912090724,10,
2019-11-05,5035819.523435648,42.75808912090724,10,
2019-11-06,4979575.901995524,1381.3240154820378,10,
2019-11-07,5016793.129168375,1381.3240154820378,10,
2019-11-08,4990062.899158534,459752.13551336114,9,
2019-11-11,4927049.355834051,1921245.8971672493,6,
2019-11-12,4937059.61336207,2374736.725846048,5,
2019-11-13,4950482.949987169,2374736.725846048,5,
2019-11-14,4951008.10400271,2880065.042793985,4,
2019-11-15,4941811.013162371,2880065.042793985,4,
2019-11-18,4951243.829238649,2880065.042793985,4,
2019-11-19,5011733.290867205,1378467.7401822761,7,
2019-11-20,5047960.74446332,899888.5323394489,8,
2019-11-21,5025280.022532339,381118.14778506284,9,
2019-11-22,4976010.592824812,381118.14778506284,9,
2019-11-25,5028804.216721709,873072.1193820788,8,
2019-11-26,4998742.467930968,873072.1193820788,8,
2019-11-27,4998417.286750014,374259.560986693,9,
2019-11-28,4948842.375854333,527.0213163687149,10,
2019-11-29,4961932.931466277,2040521.628136809,6,
2019-12-02,4941037.98167518,2582715.1028375938,5,
2019-12-03,4927582.068804581,2090857.8328884435,6,
2019-12-04,4937475.976788933,2455149.3003248526,5,
2019-12-05,4958318.093001397,1463822.0897550895,7,
2019-12-06,4964235.960257132,1534383.611166556,7,
2019-12-09,4908749.590933401,1534383.611166556,7,
2019-12-10,4887903.279944785,1992329.7131265474,6,
2019-12-11,4854699.388122733,2968606.8002702547,4,
2019-12-12,4840999.838588316,3952665.992877562,2,
2019-12-13,4860620.620046027,2025245.5632070375,6,
2019-12-16,4845168.759764607,1440.7882108044578,10,
2019-12-17,4908453.476883347,1440.7882108044578,10,
2019-12-18,4886768.93154958,1760.2169690442388,10,
2019-12-19,4892429.469636376,501432.50700562727,9,
2019-12-20,4903133.770016702,1455345.5235281303,7,
2019-12-23,4830628.358272251,2852463.8426815826,4,
2019-12-24,4859750.744408688,2882951.8195811114,4,
2019-12-25,4879993.605683407,2398692.407391628,5,
2019-12-26,4862109.459174236,2396307.482302746,5,
2019-12-27,4838975.574419722,1466425.1226641978,7,
2019-12-30,4925850.937143692,45.067373641824815,10,
2019-12-31,4917158.009759315,45.067373641824815,10,
2020-01-02,5039400.203243622,45.067373641824815,10,
2020-01-03,5051537.398353943,45.067373641824815,10,
2020-01-06,5073288.161746391,45.067373641824815,10,
2020-01-07,5079841.944357284,523060.19696844474,9,
2020-01-08,5020913.711400565,2484457.8013377753,5,
2020-01-09,5016837.410796794,870.3316341962782,10,
2020-01-10,5037456.488067016,421.0536302176188,10,
2020-01-13,5185324.260310754,562.674216851301,10,
2020-01-14,5136993.200956115,3169.7909219351714,10,
2020-01-15,5193948.726735839,3169.7909219351714,10,
2020-01-16,5236648.457574949,504098.36545000947,9,
2020-01-17,5267326.402463874,1486410.0194835272,7,
2020-01-20,5381957.70720478,1486410.0194835272,7,
2020-01-21,5345058.610106906,1449732.367087802,7,
2020-01-22,5410327.112477454,911038.180058631,8,
2020-01-23,5278351.2304639425,1433297.9482984154,7,
2020-02-03,5146407.530760822,2501126.1600256534,5,
2020-02-04,5290857.507716332,4114357.2826491925,2,
2020-02-05,5374412.580968818,3578204.1514415354,3,
2020-02-06,5449490.788516864,2498215.010700092,5,
2020-02-07,5459727.352643833,864592.2938593479,8,
2020-02-10,5396279.0890470715,304374.2184177609,9,
2020-02-11,5360714.828190622,88.82509213400772,10,
2020-02-12,5463167.073974428,88.82509213400772,10,
2020-02-13,5426991.873907004,1216279.2726744744,8,
2020-02-14,5448321.359574327,2320071.9407911394,6,
2020-02-17,5572474.33085843,1206699.1224329085,8,
2020-02-18,5571429.453938112,649820.9109951109,9,
2020-02-19,5511961.503186902,1195010.3274972052,8,
2020-02-20,5594641.112428579,1205471.8540248007,8,
2020-02-21,5710037.779230985,581631.9579075903,9,
2020-02-24,5726156.255264196,581631.9579075903,9,
2020-02-25,5910883.623381659,1413286.920424506,7,
2020-02-26,5743992.101289603,1944134.9531191317,6,
2020-02-27,5767784.421519706,2608524.4970125644,5,
2020-02-28,5588716.466152427,4375689.2608759375,2,
2020-03-02,5675156.761909327,3240477.427101931,4,
2020-03-03,5709920.366727898,2669558.731948921,5,
2020-03-04,5724680.371671673,1525177.3380813566,7,
2020-03-05,5791462.605596372,1052311.830759832,8,
2020-03-06,5792721.6301010335,473699.04528124,9,
2020-03-09,5660448.4379451005,1620911.3177697388,7,
2020-03-10,5670635.053509817,4969129.436463461,1,
2020-03-11,5651148.777240858,4969129.436463461,1,
2020-03-12,5618671.554273711,4969129.436463461,1,
2020-03-13,5683625.876969443,4969129.436463461,1,
2020-03-16,5706359.694785223,4969129.436463461,1,
2020-03-17,5779433.179444418,4969129.436463461,1,
2020-03-18,5847635.208005057,4969129.436463461,1,
2020-03-19,5802167.408055411,4969129.436463461,1,
2020-03-20,5741230.2178240875,4398643.741116629,2,
2020-03-23,5735224.4377423385,5172060.892133818,1,
2020-03-24,5750671.934919463,5172060.892133818,1,
2020-03-25,5763400.328118989,1715015.9417941072,7,
2020-03-26,5767199.622568534,1138372.740206168,8,
2020-03-27,5809731.500300811,1138372.740206168,8,
2020-03-30,5769636.545009159,2253106.9772191267,6,
2020-03-31,5801997.717351459,2253106.9772191267,6,
2020-04-01,5773674.951190494,2801095.9575600843,5,
2020-04-02,5798739.427203201,3379941.12905886,4,
2020-04-03,5827442.538327239,3379941.12905886,4,
2020-04-07,5871816.5139379725,3379941.12905886,4,
2020-04-08,5853981.217083,4005946.2445106725,3,
2020-04-09,5919717.920574211,4005946.2445106725,3,
2020-04-10,5856095.552547477,4587364.585407279,2,
2020-04-13,5847706.969676422,5206630.489001678,1,
2020-04-14,5843032.450137543,5206630.489001678,1,
2020-04-15,5836743.621746372,5836743.621746372,0,
2020-04-16,5836743.621746372,5836743.621746372,0,
2020-04-17,5836743.621746372,5836743.621746372,0,
2020-04-20,5836743.621746372,5836743.621746372,0,
2020-04-21,5836743.621746372,5836743.621746372,0,
2020-04-22,5836743.621746372,5836743.621746372,0,
2020-04-23,5836743.621746372,5836743.621746372,0,
2020-04-24,5836743.621746372,5836743.621746372,0,
2020-04-27,5836743.621746372,5836743.621746372,0,
2020-04-28,5836743.621746372,5836743.621746372,0,
2020-04-29,5836743.621746372,5836743.621746372,0,
2020-04-30,5836743.621746372,5836743.621746372,0,
2020-05-06,5836743.621746372,5836743.621746372,0,
2020-05-07,5836743.621746372,5836743.621746372,0,
2020-05-08,5836743.621746372,5836743.621746372,0,
2020-05-11,5836743.621746372,5836743.621746372,0,
2020-05-12,5836743.621746372,5836743.621746372,0,
2020-05-13,5836743.621746372,5836743.621746372,0,
2020-05-14,5835869.447152435,5253086.3845275035,1,
2020-05-15,5863905.317487823,4668858.0403472055,2,
2020-05-18,5910719.453169166,3488231.1774266353,4,
2020-05-19,6054713.596331655,2298761.8582125297,6,
2020-05-20,6085646.065413867,510.605442439497,10,
2020-05-21,6051963.375413333,510.605442439497,10,
2020-05-22,5969208.457850897,2298205.559873068,6,
2020-05-25,5988988.407826864,2895729.802060568,5,
2020-05-26,5969878.878942357,1701983.2398565882,7,
2020-05-27,5959433.034673082,1014450.4221585863,8,
2020-05-28,6005046.461333763,187.37172080209712,10,
2020-05-29,6166218.526271736,102457.67031088984,10,
2020-06-01,6445906.436685478,102457.67031088984,10,
2020-06-02,6607862.4534167405,102457.67031088984,10,
2020-06-03,6650226.298335945,102457.67031088984,10,
2020-06-04,6763504.0623702165,102457.67031088984,10,
2020-06-05,6737262.973533021,4584.688434945769,10,
