signal_date,entry_date,exit_date,ticker,entry_price,exit_price,return,stage1_prob,stage2_prob,exit_reason
2016-03-03,2016-03-03,2016-03-10,000425_SZ,2.6821151102781298,2.6359894275665283,-0.018671706766440033,0.8459297459570636,0.5681818181818181,trend_exit
2016-03-03,2016-03-03,2016-03-10,002352_SZ,9.877992122650147,9.778054237365724,-0.011602050823434351,0.8135295693310542,0.5681818181818181,trend_exit
2016-03-03,2016-03-03,2016-03-10,600809_SS,10.070904195785523,9.906662940979004,-0.017784028696543275,0.8094813800190794,0.5681818181818181,trend_exit
2016-03-03,2016-03-03,2016-03-10,601012_SS,3.1023552651405337,3.092162847518921,-0.004780452470912966,0.7957191385068945,0.5681818181818181,trend_exit
2016-03-03,2016-03-03,2016-03-11,000538_SZ,30.877990855216982,30.847972869873047,-0.002470690046073809,0.9516520756835856,0.7872340425531915,trend_exit
2016-03-03,2016-03-03,2016-03-11,600741_SS,8.653724427700043,8.634354591369629,-0.003734966197214473,0.9223870902147564,0.7872340425531915,trend_exit
2016-03-03,2016-03-03,2016-03-11,601998_SS,3.4881715317964557,3.5692503452301025,0.02170906368151071,0.7972303977893476,0.5681818181818181,trend_exit
2016-03-03,2016-03-03,2016-03-11,600487_SS,6.9531483428478245,7.049545764923096,0.012343056583305367,0.7589828881567348,0.5681818181818181,trend_exit
2016-03-14,2016-03-14,2016-03-16,603939_SS,9.625995354652405,9.309304237365724,-0.034350221609333986,0.8500144944095791,0.5013642564802182,trend_exit
2016-03-03,2016-03-03,2016-03-23,603288_SS,11.163128648281099,12.569879531860352,0.1243285917425283,0.9116458446224904,0.7872340425531915,trend_exit
2016-03-11,2016-03-11,2016-03-25,300015_SZ,3.1194642966985704,3.2714831829071045,0.04715927077282678,0.7796492824158361,0.5681818181818181,trend_exit
2016-03-14,2016-03-14,2016-03-25,300373_SZ,13.007050208568574,14.395089149475098,0.10505428096849712,0.7403029817854572,0.5013642564802182,trend_exit
2016-03-16,2016-03-16,2016-03-25,000661_SZ,36.83694527244568,39.845272064208984,0.08004352320366093,0.8998656355821274,0.7872340425531915,trend_exit
2016-03-14,2016-03-14,2016-03-28,300316_SZ,5.976556521654129,7.09584379196167,0.18549870658844858,0.9062331249027987,0.7872340425531915,trend_exit
