date,nav,cash,n_positions,kospi_nav,kospi200_nav
2021-08-17,895674140.311757,138108157.0909257,8,149129116.59067294,150723734.8382132
2021-08-18,906074624.2216222,223731605.71429712,7,149880671.65489197,151474953.27787754
2021-08-19,891827880.9463516,225916968.28960016,7,146981680.84530964,148396789.9153505
2021-08-20,882257169.9122825,225916968.28960016,7,145210971.5652178,146865037.19447398
2021-08-23,894902904.6825695,310949887.7103699,6,146620137.31062853,148257539.6679981
2021-08-24,909816936.6769282,395998646.00435203,5,148901847.0983996,151152479.02085093
2021-08-25,921469060.4961481,27190068.089718282,9,149305618.158785,151691157.60929313
2021-08-26,928334210.5498973,0.0,10,148438293.248815,150382938.18021914
2021-08-27,936977043.3454585,0.0,10,148693081.80278322,150331635.45751035
2021-08-30,962732562.8830637,0.0,10,149181307.914577,150793359.96188942
2021-08-31,961410065.5214051,0.0,10,151794669.84242964,153831214.04228812
2021-09-01,973159264.9633881,205019787.25635433,8,152162381.44266307,153878852.28480342
2021-09-02,981228002.5752441,8715383.624890715,10,150683469.10985324,152402066.76682913
2021-09-03,1004484525.4007882,8715383.624890715,10,151879599.36041903,153622338.6712595
2021-09-06,1021798965.9730835,103041765.85825434,9,151987303.27429387,154043753.89351022
2021-09-07,1036887482.4705346,0.0,10,151232426.9440082,153101982.48378468
2021-09-08,1037731815.8954477,0.0,10,150073305.0867562,151907361.94070873
2021-09-09,1046434304.4710783,200694811.8334552,8,147782105.96736616,149246949.32023892
2021-09-10,1061422104.9363642,114231589.73929022,8,148306866.00589287,149767305.50771374
2021-09-13,1080162972.2337039,166446152.89465776,8,148406503.9878916,150133753.5270622
2021-09-14,1084697745.6512125,0.0,10,149401460.40813613,151108505.25852907
2021-09-15,1078946086.228467,0.0,10,149618291.63562864,151288064.78800985
2021-09-16,1083039681.1717045,130659800.20986076,9,148512310.03544265,149957858.47777495
2021-09-17,1083885934.96662,130659800.20986076,9,149006704.21278876,150606471.4720217
2021-09-23,1079816271.6102238,261720131.17099035,8,148393218.9236251,150412254.02176702
2021-09-24,1078552403.7535365,366578521.0715892,7,148282193.74368367,150185056.24977097
2021-09-27,1082155581.36064,150082553.2863952,9,148680745.6716786,150599142.51163474
2021-09-28,1084262584.8350904,41640052.79082993,10,146985951.04453817,148851185.4593426
2021-09-29,1067620929.605272,41640052.79082993,10,145199584.3672751,146612188.06112352
2021-09-30,1081263531.3902597,279370502.88098145,8,145605253.29398423,147055590.16453516
2021-10-01,1080921831.564288,384741442.9868523,7,143250001.18616644,144670013.55857673
2021-10-05,1082924127.4448147,485370126.1826541,6,140545067.2081912,142185495.98739418
2021-10-06,1087412655.4748547,580411026.0727957,5,137989590.20321402,139957492.0297556
2021-10-07,1088970469.0273042,362551672.3510928,7,140416486.7647547,142233134.22990948
2021-10-08,1086519340.7998118,312667900.1358077,7,140266555.32517567,141969291.6559786
2021-10-12,1075553027.6978235,205096485.8211954,8,138372484.73403776,139503096.48576352
2021-10-13,1077548549.3603544,97182376.85069585,9,139702414.5604304,140752684.23174176
2021-10-14,1088432456.4787002,0.0,10,141800980.24795622,142764483.85796475
2021-10-15,1099657796.6841235,0.0,10,143054520.95481655,144083696.7276192
2021-10-18,1107675881.365814,0.0,10,142656917.95998347,143654952.54498148
2021-10-19,1118215947.9020097,0.0,10,143717825.23497957,144897211.33057278
2021-10-20,1123649768.695782,0.0,10,142962948.9046939,144285243.13826084
2021-10-21,1121462550.6188724,0.0,10,142687758.28774497,144080032.2474257
2021-10-22,1121820430.0869746,0.0,10,142632245.69777426,144138663.93052146
2021-10-25,1133933082.5725482,110499158.67310467,9,143314528.64117515,144750632.1228334
2021-10-26,1133979385.997868,335900555.1481544,7,144668656.26319608,146238411.08138812
2021-10-27,1133596119.2778358,449669764.5541667,6,143549389.5987436,144922862.69192716
2021-10-28,1132950932.739235,768889079.9275417,3,142793089.8687151,144340210.3411631
2021-10-29,1113154336.9329448,875373096.2595994,2,140948838.26857653,142354062.07629448
2021-11-01,1117701019.21153,875373096.2595994,2,141340747.66443825,142845102.42222142
2021-11-02,1126420087.2367103,762714214.0138747,3,142980029.70160794,144681006.9991572
2021-11-03,1123206422.0180688,762714214.0138747,3,141187494.95879257,142724174.57583645
2021-11-04,1125376166.3410053,650159739.4954228,4,141543819.3610833,143479057.49569425
2021-11-05,1122911538.4658144,313134843.90374017,7,140881938.4806631,142863424.82318884
2021-11-08,1121983985.2236845,330439204.9677043,7,140451597.29174474,142764483.85796475
2021-11-09,1119180469.5433173,553162423.557801,5,140558826.73903865,143046648.83286306
2021-11-10,1109345325.9909787,553162423.557801,5,139026774.1491628,141536882.99314743
2021-11-11,1109034437.5943818,553162423.557801,5,138777679.19416595,141437942.02792335
2021-11-12,1114922460.4283378,771653494.462671,3,140859638.55135864,143053977.79325005
2021-11-15,1116154797.1885738,771653494.462671,3,142317199.88802588,144512440.9102569
2021-11-16,1125913666.9036026,767856934.6540201,3,142207598.10782725,144406170.98464584
2021-11-17,1121093692.52841,431377637.99535096,6,140556928.87271485,142709516.6550625
2021-11-18,1112476786.4247122,431377637.99535096,6,139843331.13497153,141976620.61636558
2021-11-19,1107006920.6658552,535329356.33994347,5,140964970.13232872,143108944.9961523
2021-11-22,1121720895.1018672,535329356.33994347,5,142968642.50366527,146238411.08138812
2021-11-23,1119815413.9671495,544276693.1770169,5,142213291.7067986,145274652.79050165
2021-11-24,1121222266.6950831,546072599.6713938,5,142069053.86619094,144893546.8503793
2021-11-25,1122796835.9315882,546072599.6713938,5,141403851.71970412,143621972.22324014
2021-11-26,1107976292.6782436,650453874.7346033,4,139324264.69541615,141108138.81050974
2021-11-29,1103338071.5669823,650453874.7346033,4,138037511.32788962,139847557.62395105
2021-11-30,1090385525.7624586,760117432.6427815,3,134701536.7972557,136773058.7416175
2021-12-01,1096897674.3640883,986039543.97728,1,137582023.41018108,140397229.6529737
2021-12-02,1095925234.6238532,986039543.97728,1,139743218.6863918,142782806.25893217
2021-12-03,1099814993.5847938,986039543.97728,1,140837338.62205413,143632965.66382056
2021-12-06,1098842553.8445587,986039543.97728,1,141070776.17987975,143959104.40104073
2021-12-07,1096897674.3640883,986039543.97728,1,141947115.9548877,145227014.54798636
2021-12-08,1099328773.7146761,986039543.97728,1,142425378.26848164,145578804.64656088
2021-12-09,1100301213.4549115,986039543.97728,1,143742971.96376973,146993294.00124592
2021-12-10,1101759873.0652642,986039543.97728,1,142825353.59621945,145835318.26010484
2021-12-13,1106622071.76644,986039543.97728,1,142418735.7363484,145578804.64656088
2021-12-14,1108566951.2469103,986039543.97728,1,141768242.05387092,144897211.33057278
2021-12-15,1112456710.207851,986039543.97728,1,141836565.2415272,144988823.33540988
2021-12-16,1112456710.207851,986039543.97728,1,142644107.36229792,145729048.33449376
2021-12-17,1114887809.5584388,986039543.97728,1,143181203.53192922,146198101.79925978
2021-12-20,1113429149.948086,986039543.97728,1,140584447.93440974,143416761.332405
2021-12-21,1111970490.3377333,986039543.97728,1,141155231.23128822,144362197.222324
2021-12-22,1111970490.3377333,986039543.97728,1,141603602.15028253,145139067.02334273
2021-12-23,1116346469.1687915,986039543.97728,1,142253146.89959812,145901278.90358752
2021-12-24,1117805128.7791443,986039543.97728,1,142929736.2440276,146773425.18963686
2021-12-27,1119750008.2596145,986039543.97728,1,142318623.28776872,146069844.99248782
2021-12-28,1118777568.5193794,986039543.97728,1,143300294.64374673,147022609.8427938
2021-12-29,1122181107.6102026,986039543.97728,1,142021607.2080963,145377258.23591924
2021-12-30,1120236228.1297321,986039543.97728,1,141279541.47549617,144450144.74696764
2022-01-03,1119263788.389497,986039543.97728,1,141807148.31350854,144933856.1325076
2022-01-04,1124125987.0906727,986039543.97728,1,141829448.242813,144893546.8503793
2022-01-05,1125584646.7010255,986039543.97728,1,140156004.61181515,143057642.27344352
2022-01-06,1115860249.2986739,986039543.97728,1,138569388.3651305,141529554.03276047
2022-01-07,1121491404.7244406,1121491404.7244406,0,140199655.5372622,143226208.36234382
2022-01-10,1121491404.7244406,1121491404.7244406,0,138863083.17873627,142005936.45791343
2022-01-11,1121491404.7244406,1121491404.7244406,0,138894397.97307876,142537286.0859687
2022-01-12,1121323432.9713616,1009342264.2519965,1,141034242.2531469,144622375.31606144
2022-01-13,1125651188.7295468,896760283.3749164,2,140541271.47554362,144014071.603943
2022-01-14,1137814520.2086253,896760283.3749164,2,138635339.21988204,141980285.09655908
2022-01-17,1143204201.8925347,896760283.3749164,2,137125586.55931067,140646414.30613068
2022-01-18,1141236066.573376,896760283.3749164,2,135898615.98098335,139620359.851955
2022-01-19,1157028661.8982787,896760283.3749164,2,134856687.36922514,138594305.39777932
2022-01-20,1157030793.7823563,896760283.3749164,2,135824599.19435573,139393162.07995895
2022-01-21,1159171925.1154227,896760283.3749164,2,134477588.57104897,137813771.1165671
2022-01-24,1144572656.510091,782285872.2804084,3,132471069.40022679,136062149.5840815
2022-01-25,1148257473.1625557,782285872.2804084,3,129073414.21406981,132797097.73168676
2022-01-26,1140426343.4232423,905643835.2814543,2,128544383.9763146,132225438.82150318
2022-01-27,1134936540.5753448,905643835.2814543,2,124048813.12184775,127736450.58448459
2022-01-28,1140934006.5620513,905643835.2814543,2,126366582.36977078,131181061.96636008
2022-02-03,1138954931.9211898,900095379.8308644,2,128477009.72182024,132507603.7964015
2022-02-04,1141948884.753837,328693027.5545875,7,130490645.89135663,134244567.40811315
2022-02-07,1143533945.312982,99917708.6910335,9,130243923.26926453,132991315.18194145
2022-02-08,1142611883.326716,99917708.6910335,9,130310823.05717796,133196526.07277659
2022-02-09,1154019190.7020466,99917708.6910335,9,131372679.26533593,135091062.3328081
2022-02-10,1160769427.8963635,0.0,10,131518814.9722674,136161090.5493056
2022-02-11,1155205441.284004,0.0,10,130369656.91321531,135076404.41203415
2022-02-14,1135835700.3892002,108482819.63085182,9,128318537.88378416,133013302.06310235
2022-02-15,1137127259.5725393,216191539.91157863,8,126992878.25661997,132078859.6137638
2022-02-16,1145696248.830453,342274673.4068519,7,129514193.667769,134596357.50668767
2022-02-17,1142973033.8085606,678242220.4508977,4,130197900.01091273,135420865.5502217
2022-02-18,1150613145.6319106,678242220.4508977,4,130218302.07389343,135054417.53087327
2022-02-21,1149522594.0193257,678242220.4508977,4,130184140.48006529,134959141.04584265
2022-02-22,1142299887.0097685,678242220.4508977,4,128428139.66398276,133207519.51335703
2022-02-23,1151944431.7446737,678242220.4508977,4,129032610.08810845,133548316.1713511
2022-02-24,1142353694.9697118,796759870.3233132,3,125676707.96107477,130103704.78947562
2022-02-25,1140012378.8320787,441174019.2409666,6,127003316.52140082,131349628.05526036
2022-02-28,1153275150.195558,0.0,10,128067070.59588256,132485616.91524059
2022-03-02,1159958066.6308994,0.0,10,128272989.0920133,132137491.29685955
2022-03-03,1199714656.5251763,0.0,10,130339765.51861568,134508409.98204404
2022-03-04,1205358767.7109246,0.0,10,128743185.47373113,132540584.11814284
2022-03-07,1186121124.9455116,0.0,10,125795799.0728923,129367144.27058522
2022-03-08,1172184553.5745764,221364833.97667328,8,124424116.18737635,128029608.99996336
2022-03-10,1178704551.9179127,221364833.97667328,8,127172226.62421772,131192055.40694052
2022-03-11,1199928663.099635,92562727.62413163,9,126268842.25409582,130202645.7546997
2022-03-14,1183795486.3427126,0.0,10,125527250.98807664,129946132.14115578
2022-03-15,1168510939.3345075,12056680.076561376,10,124382837.59483401,128634248.2318883
2022-03-16,1159806586.3447433,341961498.4171294,7,126171576.60500182,130488475.2097915
2022-03-17,1171437258.1880782,0.0,10,127845494.70258062,132456301.07369271
2022-03-18,1169767368.922063,0.0,10,128439052.39534453,132775110.85052584
2022-03-21,1163020793.1119196,0.0,10,127444095.9751,131470555.90164536
2022-03-22,1171460693.5481842,0.0,10,128580443.43646654,132529590.6775624
2022-03-23,1174953875.1457243,6629533.982712537,10,129768982.2217372,133694895.37909047
2022-03-24,1170496139.4531128,6629533.982712537,10,129513244.7346071,133159881.27084173
2022-03-25,1170494560.6528962,115843105.04289398,9,129528427.66519739,132676169.88530177
2022-03-28,1168858064.7020264,457761579.5823887,6,129508500.06879763,132676169.88530177
2022-03-29,1168547908.0150435,457761579.5823887,6,130054611.10346693,133302795.99838763
2022-03-30,1167407467.1234434,454218930.86451274,6,130323633.6548635,133570303.052512
2022-03-31,1168216469.10859,220505628.06542104,8,130841276.694676,133977060.3539888
2022-04-01,1166026315.204516,220505628.06542104,8,129996726.18059146,133090256.14716552
2022-04-04,1171752965.214053,226741297.03309807,8,130853138.35919967,133731540.18102533
2022-04-05,1172823595.7721033,226741297.03309807,8,130914819.01472269,133658250.57715563
2022-04-06,1167005061.3871634,221919989.8720109,8,129768033.2885753,132291399.46498589
2022-04-07,1186442358.3131459,548662609.8709482,5,127909547.69100837,130356553.92282605
2022-04-08,1179790253.314281,675552825.597867,4,128124481.05217709,130459159.36824362
2022-04-11,1183756860.4840555,553883845.0914959,5,127778594.91466716,130374876.32379347
2022-04-12,1198410347.3252482,553883845.0914959,5,126528849.94045445,129106966.17684783
2022-04-13,1202688491.4166334,192915105.02244085,8,128888372.24750073,131554838.9460955
2022-04-14,1215784480.2000809,315109658.3750311,7,128898810.51228155,130961193.154751
2022-04-15,1223985784.760194,0.0,10,127919037.02262731,129663967.16625746
2022-04-18,1222942247.7638881,0.0,10,127783814.04705758,129587013.0821943
2022-04-19,1244954193.086651,0.0,10,129002244.22692785,130953864.19436403
2022-04-20,1294484335.809347,0.0,10,128992754.89530894,131012495.87745978
2022-04-21,1296518840.0743916,0.0,10,129444447.08036989,131562167.90648247
2022-04-22,1288247877.2690434,0.0,10,128329450.6151459,130246619.51702152
2022-04-25,1274207139.6084166,119216449.90234472,9,126071938.62300308,127883029.79222399
2022-04-26,1274585505.9888854,478387412.6037575,6,126602392.26050112,128502326.94492288
2022-04-27,1275394574.349487,478387412.6037575,6,125214577.51123299,126867968.77862877
2022-04-28,1265427237.2907524,478387412.6037575,6,126563486.0008635,128315438.45505518
2022-04-29,1290326998.8947368,474035596.0356411,6,127871115.89795172,130118362.71024954
2022-05-02,1279299974.861412,470847419.5895424,6,127510521.29643248,129729927.8097402
2022-05-03,1268505299.461019,683265851.0347651,5,127178869.15635097,129473414.19619627
2022-05-04,1263290607.7987604,430532022.88645136,7,127041748.31445748,129667631.64645097
2022-05-06,1253850011.125295,564948779.8377788,6,125473161.79784878,127890358.75261095
2022-05-09,1239807353.2320895,802762787.4420154,4,123874209.42005949,126574810.36314999
2022-05-10,1241108402.7992136,802762787.4420154,4,123198094.5422109,125937190.80948369
2022-05-11,1236632906.7400188,733647001.4144895,4,122994548.37898491,125852907.76503353
2022-05-12,1232915464.3649933,1098266628.7932053,1,120992773.87397218,123837443.65861703
2022-05-13,1267191726.6007085,844752343.0979178,3,123562484.87637772,126607790.68489136
2022-05-16,1274483273.6366446,589779311.026983,5,123199043.4753728,126036131.77470776
2022-05-17,1278538129.6522403,206045450.52649292,8,124331120.73751085,127351680.16416872
2022-05-18,1306639098.2539725,0.0,10,124593975.22335513,127648503.05984096
2022-05-19,1283001179.2942762,117585673.99505243,9,122997869.64505155,125779618.16116385
2022-05-20,1309088738.4127402,0.0,10,125225490.24259475,127996628.67822202
2022-05-23,1325922731.6376188,0.0,10,125609333.70658039,128381399.09853788
2022-05-24,1301527891.7658057,0.0,10,123639822.929072,126087434.49741656
2022-05-25,1302094182.1236393,0.0,10,124178342.4984461,126644435.4868262
2022-05-26,1296467777.2228007,0.0,10,123952021.93933468,126153395.14089927
2022-05-27,1305308110.4673793,56203808.83113155,10,125166656.38655742,127538568.65403643
2022-05-30,1308239195.3470953,56203808.83113155,10,126666445.24892887,129169262.34013706
2022-05-31,1323744973.2227383,181987791.7833534,9,127436978.9763858,129920480.77980141
2022-06-02,1307396772.336977,305512009.00734246,8,126160189.40705909,128443695.26182711
2022-06-03,1319132463.8922386,435815282.2940701,7,126713417.44044258,128993367.2908498
2022-06-07,1299885174.753851,830170647.3368989,4,124611056.0202692,126670086.84818059
2022-06-08,1296181757.1934721,1019169471.4480299,2,124602041.15523124,126871633.25882225
2022-06-09,1296204648.2353106,1019169471.4480299,2,124568354.02798402,127018212.46656162
2022-06-10,1293259661.8198,1019169471.4480299,2,123165356.34812559,125284913.33504343
2022-06-13,1277566177.8113556,1019169471.4480299,2,118830629.66459958,120883872.62266849
2022-06-14,1271603912.6015947,1271603912.6015947,0,118283095.23018745,120279233.39074354
2022-06-15,1271603912.6015947,1271603912.6015947,0,116120002.08765297,118073216.31426582
2022-06-16,1271603912.6015947,1271603912.6015947,0,116311212.11977433,118087874.23503977
2022-06-17,1271603912.6015947,1271603912.6015947,0,115813971.14294253,117296346.5132471
2022-06-20,1271603912.6015947,1271603912.6015947,0,113446382.90402016,115225915.20392834
2022-06-21,1271603912.6015947,1271603912.6015947,0,114295678.08391415,115936824.36146434
2022-06-22,1271603912.6015947,1271603912.6015947,0,111158505.05069676,112895305.80087215
2022-06-23,1271603912.6015947,1271603912.6015947,0,109806749.76158054,111931547.5099857
2022-06-24,1271603912.6015947,1271603912.6015947,0,112287261.04676816,114357433.3980725
2022-06-27,1271603912.6015947,1271603912.6015947,0,113963077.01067074,115870863.7179816
2022-06-28,1270270728.2698605,381481173.78047836,7,114920076.1044396,116937227.45428564
2022-06-29,1275588278.824609,381481173.78047836,7,112827678.48246607,114646927.33335777
2022-06-30,1256013601.8273997,381481173.78047836,7,110675972.5378743,112572831.5438455
2022-07-01,1245329861.4791982,256929532.86856773,8,109384474.50453828,111407526.8423174
2022-07-04,1240480610.2736616,374386993.624727,7,109143445.48141752,111403862.36212394
2022-07-05,1261277457.1081955,122055916.25879455,9,111109634.99285929,113243431.41925317
2022-07-06,1241438377.5096416,122055916.25879455,9,108748214.8194892,110769907.28865111
2022-07-07,1260087132.7954826,115174976.38912459,9,110753310.59056854,112979588.84532228
2022-07-08,1270968369.1985092,234523997.50894105,8,111528588.98383494,113653853.20092344
2022-07-11,1255206121.3224728,234523997.50894105,8,111037990.53913637,112972259.88493533
2022-07-12,1249412453.3826194,722277523.5236475,4,109969966.2654261,111777639.34185936
2022-07-13,1269708791.7713978,722277523.5236475,4,110484762.50575289,112349298.25204293
2022-07-14,1286653589.1120105,722277523.5236475,4,110186323.02633764,111894902.70805088
2022-07-15,1265366720.449329,722277523.5236475,4,110597211.08543718,112833009.63758291
2022-07-18,1273243218.6587262,722277523.5236475,4,112697674.63928677,115383487.85224816
2022-07-19,1283134907.363668,853800454.9610054,3,112494602.94264174,115028033.27348015
2022-07-20,1294480685.5153499,724332995.3770815,4,113248055.87318456,115804903.07449889
2022-07-21,1290883678.1045294,724332995.3770815,4,114306590.81527592,117146102.82531424
2022-07-22,1291116675.45091,724332995.3770815,4,113546495.35259981,116284949.97984536
2022-07-25,1295338352.5497508,724332995.3770815,4,114047057.59549825,116655062.47938731
2022-07-26,1295113615.170558,724332995.3770815,4,114486888.11603554,117120451.46395984
2022-07-27,1300790792.2491188,724332995.3770815,4,114608826.02733877,117168089.70647514
2022-07-28,1301681991.0163655,871776025.5876051,3,115545423.0581269,117857011.98285024
2022-07-29,1303712220.535228,871776025.5876051,3,116315482.31900287,118476309.13554911
2022-08-01,1307767318.1304936,871776025.5876051,3,116351067.31257384,118351716.80897066
2022-08-02,1298419452.3560548,871776025.5876051,3,115751816.02083857,117864340.94323722
2022-08-03,1307473542.1472695,1025451714.7857987,2,116787576.56704448,118655868.66502988
2022-08-04,1305205985.6445646,1025451714.7857987,2,117340804.60042797,119267836.8573418
2022-08-05,1307786187.2391112,1025451714.7857987,2,118180135.9821221,120011726.33661917
2022-08-08,1310679033.9254994,1025451714.7857987,2,118289263.29573974,119912785.37139507
2022-08-09,1313869449.8432722,1025451714.7857987,2,118780810.6736002,120235259.62842172
2022-08-10,1310863605.8085132,1025451714.7857987,2,117709465.1338233,118857415.07567154
2022-08-11,1316449651.4378188,1025451714.7857987,2,119744926.76608324,120898530.54344241
2022-08-12,1317316781.5291831,761909414.2061988,4,119942304.86375692,121173366.55795376
2022-08-16,1322288490.2369428,497372473.9400586,6,120207057.215925,121580123.85943054
2022-08-17,1330712304.3986802,497372473.9400586,6,119398091.69541143,120894866.06324895
2022-08-18,1329093723.90623,497372473.9400586,6,118998590.8342546,120488108.76177216
2022-08-19,1331935442.7646194,640594300.0011773,5,118269810.16592096,119751548.24288176
2022-08-22,1324659729.6384408,762599857.6447418,4,116837395.55804387,118278427.20510095
2022-08-23,1311213770.1151698,902436133.1588976,3,115548744.32419354,116783319.28615926
2022-08-24,1309574364.1314359,902436133.1588976,3,116123323.35371958,117212063.46879695
2022-08-25,1309811823.2851772,771435330.1409614,4,117537708.23152073,118593572.50174063
2022-08-26,1301010402.088074,778999786.2740686,4,117716582.1325375,118696177.94715822
2022-08-29,1294934898.9533472,908098033.3918412,3,115147820.06329383,115925830.9208839
2022-08-30,1304290628.6712346,516634950.24487317,6,116288437.7238889,117076477.70163803
2022-08-31,1305830520.3807411,516634950.24487317,6,117290511.14284766,118348052.32877716
2022-09-01,1296930564.3523998,637014971.6432072,5,114612621.75998634,115438455.05515042
2022-09-02,1303029319.6969256,376331019.65030444,7,114318452.47979957,114668914.21451868
2022-09-05,1315281867.4876757,244783130.27207434,8,114046583.1289173,114504012.6058119
2022-09-06,1316487753.7035692,106801207.94141005,9,114347394.94123732,114701894.53626002
2022-09-07,1300085868.2796187,224921123.06191933,8,112755085.0955813,112924621.64242002
2022-09-08,1294505639.981877,226363298.0657897,8,113126117.96188137,113276411.74099454
2022-09-13,1311932862.6070337,0.0,10,116222486.86913736,116735681.04364395
2022-09-14,1295613214.3503854,6638997.470824704,10,114413820.26256981,114602953.57103597
2022-09-15,1294169615.7995234,6638997.470824704,10,113958806.81144224,113829748.2502107
2022-09-16,1299601739.698361,6638997.470824704,10,113054947.9747394,113118839.0926747
2022-09-19,1275703151.4778752,261529851.9068845,8,111768194.60721283,112312653.4501081
2022-09-20,1285439887.593538,135665038.4816617,9,112346569.36938645,112697423.87042399
2022-09-21,1289349571.3831496,135665038.4816617,9,111367270.34631315,111645718.05489391
2022-09-22,1291177763.8346562,386474670.68528664,7,110660315.14070305,110539045.03646158
2022-09-23,1294279244.4857488,473651758.5713171,6,108652847.03671896,109106233.28080913
2022-09-26,1273799829.8886747,473651758.5713171,6,105376180.82870333,106185642.56660192
2022-09-27,1274791030.6326125,738848300.0708497,4,105514725.07033968,106343215.21492176
2022-09-28,1268194631.0144174,986585889.8274525,2,102925560.93811531,103774414.59928909
2022-09-29,1282916764.1271713,986585889.8274525,2,103003373.45739052,103576532.66884093
2022-09-30,1279888116.8472385,986585889.8274525,2,102270797.05640931,103103814.72388144
2022-10-04,1288237136.9921024,986585889.8274525,2,104827697.46112932,105635970.53757925
2022-10-05,1289015655.3989146,728705510.5062354,4,105104785.944402,105921799.99267104
2022-10-06,1308206255.6717992,466985861.07449204,6,106178978.28366458,106731650.11543113
2022-10-07,1307843419.909379,466985861.07449204,6,105940796.0600295,106420169.29898494
2022-10-11,1302733839.8464875,466985861.07449204,6,104006395.80951117,104423027.59353586
2022-10-12,1311484183.0880826,466985861.07449204,6,104499841.05369537,105203561.87474807
2022-10-13,1298102064.237687,630420805.8606919,5,102620953.39314774,103547216.82729304
2022-10-14,1306356640.5198195,757472399.0674418,4,104978103.36728932,106035398.87866907
2022-10-17,1299613698.0043883,757472399.0674418,4,105317821.43924692,106112352.96273226
2022-10-18,1307333361.0143778,889524929.7781465,3,106752608.38002874,107585474.00051302
2022-10-19,1302860071.5545454,628874837.556437,5,106159050.68726483,106742643.5560116
2022-10-20,1296716339.537908,628874837.556437,5,105240957.8531336,105760562.86415774
2022-10-21,1295931504.757315,628874837.556437,5,105005147.96240325,105745904.94338378
2022-10-24,1307096244.9577434,628874837.556437,5,106098318.9649037,106808604.19949432
2022-10-25,1302786367.7239053,771149317.8374496,4,106046602.10758054,106848913.48162262
2022-10-26,1299746152.8657641,895434641.5005264,3,106734104.18337184,107680750.48554364
2022-10-27,1304025616.5110016,895434641.5005264,3,108594962.11384352,109501997.14170545
2022-10-28,1304707190.6157506,895434641.5005264,3,107627999.2218748,108124152.58895527
2022-10-31,1307613593.3099396,895434641.5005264,3,108824129.4724406,109780497.63641027
2022-11-01,1314241616.977212,895434641.5005264,3,110798384.91575845,111356224.11960864
2022-11-02,1319033574.6236238,895434641.5005264,3,110876671.9016146,111352559.63941514
2022-11-03,1306777773.9344249,895434641.5005264,3,110511332.6342859,110542709.51665507
2022-11-04,1314269189.541275,1031550586.9218132,2,111425155.2691886,111521125.72831543
2022-11-07,1315965741.1889086,1031550586.9218132,2,112533509.20227933,112818351.71680899
2022-11-08,1322438577.5756543,1031550586.9218132,2,113826430.6353582,114335446.51691158
2022-11-09,1322706709.1417952,1031550586.9218132,2,115030152.35121913,115515409.1392136
2022-11-10,1322714120.503043,1031550586.9218132,2,113977785.4746801,114012972.25988494
2022-11-11,1331113225.7850707,1031550586.9218132,2,117817643.51427905,118395690.57129246
2022-11-14,1337277755.1609051,1031550586.9218132,2,117413872.45389369,117824031.66110887
2022-11-15,1350427205.4176776,1031550586.9218132,2,117683369.47187124,118109861.11620067
2022-11-16,1349876119.5629003,1031550586.9218132,2,117546723.09655868,117981604.3094287
2022-11-17,1348759125.13085,1031550586.9218132,2,115907441.05938897,116072410.12862326
2022-11-18,1346486134.9061644,1031550586.9218132,2,115982406.7791785,116207995.89578219
2022-11-21,1344587579.9913435,897071687.3001695,3,114797189.25997446,115310198.24837847
2022-11-22,1331952912.928958,1044483691.861451,2,114122023.31528778,114339110.99710505
2022-11-23,1330768905.267643,1168246215.404332,1,114726493.73941346,115104987.35754335
2022-11-24,1331965622.8236856,1035029700.5735613,2,115832949.8061804,116273956.53926492
2022-11-25,1324531258.9627287,1066229787.9980203,2,115668309.902592,115823225.47546631
2022-11-28,1307891717.8230653,1179750742.4278345,1,114264363.2895717,114408736.12078126
2022-11-29,1307061005.5531378,787456172.6077054,4,115456223.34090897,115643665.94598557
2022-11-30,1301351964.3887444,787456172.6077054,4,117313285.53873308,117629814.21085419
2022-12-01,1315132762.337788,524350806.7504751,6,117660120.60940488,118003591.1905896
2022-12-02,1313551306.6873395,261561826.79694515,8,115500823.19951794,115438455.05515042
2022-12-05,1332200781.1058118,0.0,10,114788648.86151744,115031697.75367366
2022-12-06,1304848632.8264403,0.0,10,113547444.28576171,113650188.72072996
2022-12-07,1319870751.4622598,0.0,10,113056371.37448223,112964930.92454836
2022-12-08,1314570608.4395204,131278518.69182996,9,112499822.07503213,112953937.48396792
2022-12-09,1369984914.9712894,0.0,10,113351964.05441181,114196196.26955917
2022-12-12,1362991912.1421938,0.0,10,112591868.59173574,113466964.71105573
2022-12-13,1380068485.9605105,0.0,10,112562451.66371706,113437648.86950786
2022-12-14,1382082051.1735342,0.0,10,113836394.43355806,114782513.1005167
2022-12-15,1366712903.7440093,1.4901161193847656e-08,10,112020136.36169535,112767048.9941002
2022-12-16,1345715398.3770523,1.4901161193847656e-08,10,111975062.03650545,112675436.98926307
2022-12-19,1342533696.4249992,16113453.474099457,10,111602605.77046254,112415258.89552566
2022-12-20,1326482388.3193245,124354486.09330225,9,110706812.8656358,111418520.28289787
2022-12-21,1349755205.2648265,253712764.24587137,8,110500894.36950508,111118032.90703215
2022-12-22,1364677007.676966,0.0,10,111818962.53137408,112675436.98926307
2022-12-23,1329401070.305303,132657855.32444328,9,109776858.36698093,110692953.20458794
2022-12-26,1338071001.488586,132657855.32444328,9,109940549.3374074,110766242.80845761
2022-12-27,1352765137.4618754,132657855.32444328,9,110683089.53658848,111480816.44618712
2022-12-28,1360579552.8902423,0.0,10,108199731.45191517,108868042.06823261
2022-12-29,1365411434.0597339,232402627.3416401,8,106109706.16284643,106673018.43233539
