date,nav,cash,n_positions,kospi_nav,kospi200_nav
2019-05-09,376735621.66276884,150968947.1372224,6,99733349.78150815,99307413.24343142
2019-05-10,376834609.77489364,225640608.48790857,4,100019453.1298188,99695848.14394079
2019-05-13,373374715.9440677,263576876.89915258,3,98642076.64533149,98471911.75931695
2019-05-14,372386290.5564064,335751051.91219354,1,98776350.68773931,98416944.55641468
2019-05-15,374305286.01941717,298314916.3004248,2,99295417.12729464,98809043.93711752
2019-05-16,374320912.95401275,298314916.3004248,2,98104980.47570018,97471508.66649567
2019-05-17,374694427.70835924,298314916.3004248,2,97540839.71095496,96870533.9147642
2019-05-20,375583160.53793955,298314916.3004248,2,97536569.51172644,97094067.20656675
2019-05-21,377655933.96479464,298314916.3004248,2,97799423.99757072,97519146.90901096
2019-05-22,379411554.45842457,298314916.3004248,2,97970706.43329237,97713364.35926563
2019-05-23,378580770.8424929,298314916.3004248,2,97720662.54513364,97614423.39404157
2019-05-24,378722183.6179931,298314916.3004248,2,97043124.26754221,96896185.27611859
2019-05-27,377772924.4775779,298314916.3004248,2,96990932.9436381,96888856.31573161
2019-05-28,378306107.0997811,336060670.4542428,1,97210136.50403532,96998790.72153616
2019-05-29,380854049.40455747,336060670.4542428,1,95999772.25604114,95778518.8171058
2019-05-30,380313111.11066043,336060670.4542428,1,96734246.52334613,96716625.74663785
2019-05-31,381241312.0467792,336060670.4542428,1,96873739.69814436,96701967.8258639
2019-06-03,380777211.57871985,336060670.4542428,1,98112571.94099534,98266700.86848181
2019-06-04,380854049.40455747,336060670.4542428,1,98070818.88187204,98083476.8588076
2019-06-05,380313111.11066043,336060670.4542428,1,98172354.73019458,98204404.70519257
2019-06-07,380326523.9215387,380326523.9215387,0,98325132.96925929,98307010.15061013
2019-06-10,380326523.9215387,380326523.9215387,0,99613784.20310964,99710506.06471473
2019-06-11,380326523.9215387,380326523.9215387,0,100198327.03083558,100117263.3661915
2019-06-12,380269560.3882504,342293871.52938485,1,100053140.257066,99945032.79709774
2019-06-13,380493209.91038746,342293871.52938485,1,99787438.97173601,99355051.48594671
2019-06-14,381521997.7122177,342293871.52938485,1,99420201.83808352,99116860.27337024
2019-06-17,381521997.7122177,342293871.52938485,1,99198151.47820063,98973945.54582432
2019-06-18,382640245.3229028,342293871.52938485,1,99576775.80979584,99439334.53039688
2019-06-19,383132274.27160424,342293871.52938485,1,100813710.18632303,100886804.20682327
2019-06-20,383490113.50702345,342293871.52938485,1,101122587.93051912,101143317.82036719
2019-06-21,383196372.76283675,265631632.75152206,3,100853565.37912251,100949100.37011251
2019-06-24,382299568.1005508,227395949.1790747,4,100887252.5063697,100985745.17204735
2019-06-25,381725919.70697117,227395949.1790747,4,100664727.67990586,100875810.76624282
2019-06-26,381736629.9699531,189216567.85237494,5,100674691.47810572,100967422.77107991
2019-06-27,385681362.3874744,189216567.85237494,5,101266351.30454586,101780937.37403351
2019-06-28,384559237.0875877,226461076.08407307,4,101090798.66959569,101689325.3691964
2019-07-01,385089366.34845006,187946370.89627934,5,101049045.61047241,101605042.32474624
2019-07-02,385163246.52426434,149424276.58419558,6,100682757.40998183,101128659.89959325
2019-07-03,388866205.4288528,189308165.5308864,5,99449144.29952125,99809447.02993882
2019-07-04,388375292.59037125,189308165.5308864,5,100052191.32390411,100604639.23192498
2019-07-05,388856724.9002266,189308165.5308864,5,100140442.10796013,100535014.10824877
2019-07-08,386599549.3982692,260888682.66610005,3,97937968.23920707,98409615.59602772
2019-07-09,384185682.3870428,260888682.66610005,3,97361965.80993818,98105463.73996851
2019-07-10,381415244.64882356,299681569.2871706,2,97682230.75207698,98482905.1998974
2019-07-11,382980486.13730526,261377783.71104723,3,98716567.89854005,99593242.69852321
2019-07-12,386267406.4786381,261377783.71104723,3,99005043.57975544,99923045.91593684
2019-07-15,397510947.59550977,221620734.3260267,4,98806716.54891987,99908387.99516289
2019-07-16,393948315.67109,221620734.3260267,4,99252240.66842851,100425079.70244421
2019-07-17,394417443.70565474,182173081.66999102,5,98353126.49753515,99483308.2927187
2019-07-18,394111515.5747303,182173081.66999102,5,98050891.2854723,99186485.39704645
2019-07-19,398324832.061228,143173035.88390452,6,99370382.84708416,100608303.71211845
2019-07-22,400099546.0711969,103157087.87468658,7,99321987.25582764,100608303.71211845
2019-07-23,395962251.2317797,71737547.8958014,8,99706779.65297513,101110337.49862583
2019-07-24,392901526.5893037,32441509.659501627,9,98798176.15046285,100120927.846385
2019-07-25,394305409.2874114,32441509.659501627,9,98427143.28416277,100054967.20290227
2019-07-26,398281904.22724336,71315322.68344408,8,98037131.75462487,99765473.26761699
2019-07-29,387951691.3221595,183841175.84254348,5,96292043.6699041,98116457.18054895
2019-07-30,389046919.521228,222524759.15732807,4,96728552.92437476,98556194.80376709
2019-07-31,386778909.07747394,295745252.83538306,2,96058131.64549755,97599765.47326761
2019-08-01,389715046.9503919,256767910.29572985,3,95716041.2406352,97376232.18146507
2019-08-02,389920329.2313607,256767910.29572985,3,94804590.93863724,96372164.6084503
2019-08-05,384590396.56730354,256767910.29572985,3,92377694.37709655,94246766.09622926
2019-08-06,381419522.0089259,337492291.252087,1,90978966.89646664,92861592.5830921
2019-08-07,381287674.2606693,381287674.2606693,0,90609357.42990942,92344900.87581077
2019-08-08,381287674.2606693,381287674.2606693,0,91126526.00314096,92491480.08355016
2019-08-09,381287674.2606693,381287674.2606693,0,91939761.72288305,93389277.73095387
2019-08-12,381287674.2606693,381287674.2606693,0,92155169.5506327,93572501.7406281
2019-08-13,381287674.2606693,381287674.2606693,0,91374197.55839497,92649052.73187
2019-08-14,381287674.2606693,381287674.2606693,0,91969178.65090172,93392942.21114735
2019-08-16,381287674.2606693,381287674.2606693,0,91437776.08024178,93041152.11257283
2019-08-19,381287674.2606693,381287674.2606693,0,92041772.03778651,93484554.21598448
2019-08-20,381287674.2606693,381287674.2606693,0,93007311.53001238,94561911.39286894
2019-08-21,381287674.2606693,381287674.2606693,0,93216076.82562879,94682839.23925391
2019-08-22,381287674.2606693,381287674.2606693,0,92568904.40921794,93913298.39862214
2019-08-23,381287674.2606693,381287674.2606693,0,92440323.96578147,93851002.23533292
2019-08-26,381287674.2606693,381287674.2606693,0,90922505.37333402,92414525.99948697
2019-08-27,381287674.2606693,381287674.2606693,0,91315838.16893856,92894572.90483345
2019-08-28,381287674.2606693,381287674.2606693,0,92098233.56091914,93638462.38411082
2019-08-29,381287674.2606693,381287674.2606693,0,91733843.22675233,93191395.80050571
2019-08-30,381287674.2606693,381287674.2606693,0,93365059.33204594,94910037.01124996
2019-09-02,381287674.2606693,381287674.2606693,0,93431484.65337844,94939352.85279784
2019-09-03,381287674.2606693,381287674.2606693,0,93265421.3500472,94635200.99673863
2019-09-04,381287674.2606693,381287674.2606693,0,94349103.02092871,95895782.1832973
2019-09-05,381287674.2606693,381287674.2606693,0,95118687.81522374,96903514.23650555
2019-09-06,381287674.2606693,381287674.2606693,0,95326504.17767826,97302942.57759537
2019-09-09,381287674.2606693,381287674.2606693,0,95820898.35502435,97988200.37377697
2019-09-10,381287674.2606693,381287674.2606693,0,96415404.98095016,98486569.68009089
2019-09-11,381287674.2606693,381287674.2606693,0,97227691.76753034,99248781.56033567
2019-09-16,381287674.2606693,381287674.2606693,0,97845447.25592251,99681190.22316684
2019-09-17,381287674.2606693,381287674.2606693,0,97850666.38831294,99556597.89658837
2019-09-18,381287674.2606693,381287674.2606693,0,98249218.31630789,100062296.16328923
2019-09-19,381287674.2606693,381287674.2606693,0,98705655.16717829,100743889.47927737
2019-09-20,381287674.2606693,381287674.2606693,0,99235634.3380954,101300890.46868703
2019-09-23,381287674.2606693,381287674.2606693,0,99244174.73655242,101377844.55275019
2019-09-24,381287674.2606693,381287674.2606693,0,99687326.52315634,101861555.93829016
2019-09-25,381287674.2606693,381287674.2606693,0,98375426.42683962,100560665.46960314
2019-09-26,381287674.2606693,381287674.2606693,0,98429041.15048656,100732896.0386969
2019-09-27,381230566.77076507,343158906.83460236,1,97262327.82793942,99428341.0898164
2019-09-30,379348577.77113163,305218366.50027484,2,97884827.98214108,100241855.69277
2019-10-01,383568690.4589163,263669009.2282005,3,98329403.16848783,100560665.46960314
2019-10-02,382779226.22746825,263669009.2282005,3,96407339.04907408,98409615.59602772
2019-10-04,392658817.2792672,263669009.2282005,3,95874987.54525225,97984535.89358349
2019-10-07,409386494.1377591,263669009.2282005,3,95924332.06967068,98087141.33900107
2019-10-08,408480031.7915052,222814887.10914198,4,97087724.12615116,99439334.53039688
2019-10-10,410259635.70339704,260040848.58478037,3,96228939.61463824,98501227.60086483
2019-10-11,409147962.2450962,219119923.4149133,4,97009911.60687597,99417347.64923596
2019-10-14,419902879.5564464,9011138.06603448,9,98091220.94485275,100491040.34592696
2019-10-15,426774720.1634491,0.0,10,98127754.87158562,100531349.62805526
2019-10-16,433637508.3800941,0.0,10,98823322.879253,101256916.70636521
2019-10-17,432426930.4101865,0.0,10,98591308.72117022,100982080.69185387
2019-10-18,430295451.1142576,0.0,10,97772853.86903773,99970684.15845212
2019-10-21,456417560.3745157,0.0,10,97969757.50013049,100329803.21741363
2019-10-22,465222173.087603,0.0,10,99109426.22756366,101656345.04745504
2019-10-23,463981829.44986385,41038362.58900339,9,98718465.76486383,101223936.38462386
2019-10-24,467440419.3817016,83406043.65961105,8,98957596.92166081,101396166.95371762
2019-10-25,445142280.47468853,207286750.82701057,5,99063402.96921186,101531752.72087656
2019-10-28,428201438.0440309,203667702.21816456,6,99334323.38693224,101791930.81461395
2019-10-29,426298669.6603252,244277573.32476848,5,99291146.92806612,101707647.7701638
2019-10-30,425200127.60318077,202162600.34107953,6,98701859.43453072,100960093.81069295
2019-10-31,429468989.02915436,202162600.34107953,6,98854163.20701452,101073692.69669098
2019-11-01,428270212.01909226,202162600.34107953,6,99647471.33035684,102030122.02719045
2019-11-04,431022081.13078916,29650415.606346667,10,101072768.93951973,103536223.3867126
2019-11-05,431864512.5717409,29650415.606346667,10,101661107.49989323,104210487.74231376
2019-11-06,436778686.5320215,29650415.606346667,10,101732751.95361616,104261790.46502253
2019-11-07,437167590.8478099,29650415.606346667,10,101739394.48574938,104206823.26212028
2019-11-08,437321453.4276869,111159786.35448319,8,101404421.07960126,103752427.71812817
2019-11-11,435547153.6003785,111159786.35448319,8,100780971.99223772,102916926.23401372
2019-11-12,436865129.5537504,156213692.64842927,7,101579499.24797048,103942980.68818937
2019-11-13,432457873.1141662,156213692.64842927,7,100703159.47296251,103074498.88233353
2019-11-14,432453115.51190877,168692618.94651353,6,101499314.39579052,104045586.13360696
2019-11-15,435308310.87479883,168692618.94651353,6,102588215.19906245,105276851.47861776
2019-11-18,434705271.7527149,214442583.7737004,5,102517519.67850144,105236542.19648944
2019-11-19,436853111.61240095,300420183.0274137,3,102164042.07569638,104888416.57810842
2019-11-20,434453097.67038137,301151082.39374554,3,100839331.38169414,103415295.5403276
2019-11-21,432982928.11117995,301151082.39374554,3,99476663.36121614,101975154.82428816
2019-11-22,433930023.69616413,343851724.9354757,2,99730977.4486034,102396570.0465389
2019-11-25,438707641.3274932,299974389.05995923,3,100752978.4639619,103407966.57994065
2019-11-26,437237222.3613981,256244117.1076009,4,100650968.1490584,103276045.29297519
2019-11-27,451669244.82314646,252237647.01389897,4,100959371.42667355,103649822.27271062
2019-11-28,453570969.4457189,161496271.48455667,6,100520489.83929816,103056176.48136613
2019-11-29,450802825.8555356,116409235.97306529,7,99066724.23527849,101425482.79526548
2019-12-02,457304290.7760562,116409235.97306529,7,99254613.00133325,101667338.48803549
2019-12-03,448938867.2269554,116409235.97306529,7,98882156.73529035,101209278.4638499
2019-12-04,447113848.80280834,163007049.41326773,6,98161916.46541375,100461724.50437905
2019-12-05,438136014.0320606,253708422.12716076,4,97775226.20194246,100150243.68793288
2019-12-06,438780158.20828,253708422.12716076,4,98776825.15432024,101344864.23100884
2019-12-09,435487727.7286984,296390598.5335249,3,99099462.42936379,101883542.81945105
2019-12-10,439349113.6027736,296390598.5335249,3,99543088.68254864,102352596.28421709
2019-12-11,435634830.809597,169991096.881211,6,99904632.21722977,102708050.86298509
2019-12-12,436985459.9109292,126286004.94524501,7,101410114.67857261,104477994.79643813
2019-12-13,440127394.9548021,0.0,10,102971109.72988617,106310234.89318042
2019-12-16,440962649.78819245,0.0,10,102871471.74788745,106181978.08640844
2019-12-17,444626964.7678734,0.0,10,104177678.24523279,107882296.89618526
2019-12-18,443833976.75608253,0.0,10,104134027.31978574,107816336.25270258
2019-12-19,443448687.2604819,0.0,10,104219431.30435607,107849316.57444392
2019-12-20,443708938.9616684,42800662.36220415,9,104580974.8390372,108215764.59379238
2019-12-23,445314610.4055384,42800662.36220415,9,104558674.90973271,108054527.46527906
2019-12-24,444670280.78405595,42800662.36220415,9,103911976.95990282,107332624.8671626
2019-12-26,455390115.7095648,39761879.58220914,9,104284433.22594571,107757704.56960681
2019-12-27,459012865.6751321,85248992.13721035,8,104582398.23878004,108175455.31166403
2019-12-30,466527880.308684,82611830.0146027,8,104272097.09484114,107651434.64399576
2020-01-02,470092486.22953767,82611830.0146027,8,103204547.28771178,106398182.41782404
2020-01-03,466228986.69992226,82611830.0146027,8,103265753.47665387,106541097.14536995
2020-01-06,459398450.4987092,166396594.2219003,6,102250869.46000959,105694602.22067502
2020-01-07,461219169.91913915,166396594.2219003,6,103222102.55120681,106720656.67485069
2020-01-08,451692095.876601,303599496.07194906,3,102072470.02557373,106057385.75982997
2020-01-09,462784227.67602456,303599496.07194906,3,103739745.59101929,107885961.37637877
2020-01-10,467007232.1924771,303599496.07194906,3,104685831.95342636,108857048.62765217
2020-01-13,470768070.87641245,303599496.07194906,3,105770937.02405071,109982044.04705192
2020-01-14,471486069.5916439,162090091.33811015,6,106227373.87492111,110495071.27413976
2020-01-15,471268833.19035333,67808082.4607352,8,105852545.27597347,109839129.31950603
2020-01-16,472512336.2260473,0.0,10,106662459.72964893,110953131.29832533
2020-01-17,470106046.7210799,0.0,10,106782025.30804743,111143684.26838654
2020-01-20,472630915.33060074,0.0,10,107354706.4712497,111979185.75250101
2020-01-21,466322203.3199715,0.0,10,106265805.66797777,110707611.12536187
2020-01-22,476242764.1044148,13653268.510762766,10,107573435.56506598,112162409.76217525
2020-01-23,481545224.44347423,13653268.510762766,10,106571362.14610723,110788229.68961853
2020-01-28,468225605.79880816,215017268.8430259,5,103278089.60775846,107284986.62464729
2020-01-29,467783072.81921506,261348181.75222656,4,103684233.00104856,107728388.72805895
2020-01-30,467453445.0062595,308178920.9053984,3,101915421.58728048,105672615.33951409
2020-01-31,462734024.4603625,308178920.9053984,3,100539942.96911697,104265454.94521601
2020-02-03,464044485.5020734,355863331.63734263,2,100533774.90356468,104456007.91527723
2020-02-04,467860150.5416401,406541369.5680262,1,102385143.50241742,106519110.26420903
2020-02-05,468982324.3110919,406541369.5680262,1,102751906.16948895,107010150.61013594
2020-02-06,469011956.11428493,265774532.53237677,4,105708307.4353658,110172597.01711313
2020-02-07,468080949.88215995,172130291.3603865,6,104949635.37243253,109278463.8499029
2020-02-10,471122194.8555824,30730098.118930265,9,104433415.73236288,108556561.25178643
2020-02-11,475078791.2589625,3.725290298461914e-09,10,105479614.54334962,109670563.23060574
2020-02-12,477339627.11187166,3.725290298461914e-09,10,106203650.54587379,110498735.75433327
2020-02-13,472300053.3618473,3.725290298461914e-09,10,105946489.65900086,110275202.4625307
2020-02-14,469746001.3404111,3.725290298461914e-09,10,106450847.63454686,111037414.34277548
2020-02-17,468524791.9359571,195514325.45080796,6,106383473.38005248,110945802.33793835
2020-02-18,462385092.8690555,239636622.3454617,5,104803974.132082,109106233.28080913
2020-02-19,459199402.3214557,315607710.91828525,3,104873246.25290018,109322437.61222471
2020-02-20,455434384.6137978,407781799.84230983,1,104169137.84677576,108706804.93971929
2020-02-21,457859709.4663326,407781799.84230983,1,102619529.99340491,107156729.81787534
2020-02-24,456942271.99799025,407781799.84230983,1,98643500.04507431,102979222.39730296
2020-02-25,458515021.94372,407781799.84230983,1,99809264.43445955,104159185.01960497
2020-02-26,460285034.3188674,407781799.84230983,1,98535796.1311995,102583458.53640662
2020-02-27,459236534.3550475,407781799.84230983,1,97497663.25208883,101539081.6812635
2020-02-28,457007803.24572897,407781799.84230983,1,94276984.10062487,98215398.14577302
2020-03-02,460678221.8052998,407781799.84230983,1,95012407.30109175,99076550.9912419
2020-03-03,460219503.07112867,407781799.84230983,1,95564686.40131332,99512624.13426656
2020-03-04,462841421.66687965,407781799.84230983,1,97708326.41402902,101920187.6213859
2020-03-05,462903142.30252254,361484551.42607415,2,98938618.25842297,103111143.68426839
2020-03-06,460620585.8459475,315415592.8476833,3,96801620.77784051,100809850.12276009
2020-03-09,456280054.7957612,315415592.8476833,3,92747303.84365377,96416138.37077212
2020-03-10,454569131.11840546,357943708.6355311,2,93134468.57370602,96987797.28095572
2020-03-11,450197903.29917353,406310677.62343955,1,90541034.24225314,94180805.45274653
2020-03-12,448501954.928422,448501954.928422,0,87032828.34273566,90739858.55106454
2020-03-13,448501954.928422,448501954.928422,0,84048908.01516394,88185715.8562058
2020-03-16,448501954.928422,448501954.928422,0,81364376.10016938,85371395.06760967
2020-03-17,448501954.928422,448501954.928422,0,79351688.86379488,83143391.10997106
2020-03-18,448501954.928422,448501954.928422,0,75497122.36018656,79090476.01597714
2020-03-19,448501954.928422,448501954.928422,0,69160146.70506683,73025761.2957602
2020-03-20,448501954.928422,448501954.928422,0,74308583.5749159,78298948.29418446
2020-03-23,448501954.928422,448501954.928422,0,70337772.75897573,73974861.66587271
2020-03-24,448501954.928422,448501954.928422,0,76387696.1326229,80743156.58323868
2020-03-25,448501954.928422,448501954.928422,0,80885164.85341355,85342079.22606179
2020-03-26,448501954.928422,448501954.928422,0,80006452.74550086,84041188.75737478
2020-03-27,448501954.928422,448501954.928422,0,81500548.00890099,85671882.4434754
2020-03-30,448501954.928422,448501954.928422,0,81471605.54746325,85180842.09754845
2020-03-31,448501954.928422,448501954.928422,0,83251804.15917405,86782219.94210121
2020-04-01,448501954.928422,448501954.928422,0,79969444.35218705,82945509.17952289
2020-04-02,448501954.928422,448501954.928422,0,81838842.68111575,84957308.80574591
2020-04-03,448501954.928422,448501954.928422,0,81866361.74281065,84906006.08303712
2020-04-06,448501954.928422,448501954.928422,0,85018717.70661832,88244347.53930156
2020-04-07,448501954.928422,448501954.928422,0,86523725.70138022,89732126.49785629
2020-04-08,448501954.928422,448501954.928422,0,85742753.70914249,88640111.40019788
2020-04-09,448501954.928422,448501954.928422,0,87122028.0599536,90003298.03217416
2020-04-10,448501954.928422,448501954.928422,0,88283996.71669126,90879108.79841696
2020-04-13,448501954.928422,448501954.928422,0,86626210.48286463,89193447.90941405
2020-04-14,448501954.928422,448501954.928422,0,88112239.81438868,90677562.38777529
2020-04-16,448501954.928422,448501954.928422,0,88111765.34780772,90549305.58100334
2020-04-17,448501954.928422,448501954.928422,0,90838050.32192557,93451573.8942431
2020-04-20,448501954.928422,448501954.928422,0,90070837.86053528,92396203.59851955
2020-04-21,448501954.928422,448501954.928422,0,89170300.28989908,91392136.02550478
2020-04-22,448501954.928422,448501954.928422,0,89965980.74614614,92300927.11348896
2020-04-23,448501954.928422,448501954.928422,0,90847539.6535445,92982520.4294771
2020-04-24,448501954.928422,448501954.928422,0,89627211.60735044,91714610.28253143
2020-04-27,448501954.928422,448501954.928422,0,91229010.78462538,93385613.25076039
2020-04-28,448501954.928422,448501954.928422,0,91766106.95425667,93953607.68075049
2020-04-29,448501954.928422,448501954.928422,0,92405213.43879144,94598556.19480376
2020-05-04,448501954.928422,448501954.928422,0,89928972.35283232,91831873.64872293
2020-05-06,448434780.39697987,403651759.4355798,1,91513216.26661225,93444244.93385613
2020-05-07,448481970.0924081,403651759.4355798,1,91506099.26789805,93246363.00340797
2020-05-08,448367615.92662585,358808281.3958818,2,92322656.25370675,94037890.72520064
2020-05-11,447622039.7693657,309422584.69545907,3,91828262.07636066,93425922.53288871
2020-05-12,443353304.0174184,309422584.69545907,3,91200542.7897686,92846934.66231816
2020-05-13,444855943.0916817,264930326.54333252,4,92066444.29999574,93755725.75030231
2020-05-14,445334988.9901788,264930326.54333252,4,91332918.96585263,92949540.10773572
2020-05-15,451608689.3832407,264930326.54333252,4,91442995.2126322,93000842.83044451
2020-05-18,454784206.4761245,263409229.78357527,4,91909395.86170247,93605482.06236947
2020-05-19,453006495.31795466,260277374.27237138,4,93973325.48881918,95932426.98523216
2020-05-20,455152091.5466224,260277374.27237138,4,94401768.81141376,96273223.64322622
2020-05-21,454129867.2539144,260277374.27237138,4,94813131.33709426,96647000.62296164
2020-05-22,448686989.46242553,215401954.094949,5,93476084.5119874,95137234.78324601
2020-05-25,450901820.9744401,259845910.4033836,4,94637104.23556316,96287881.56400014
2020-05-26,450952547.29848474,259845910.4033836,4,96306277.6673325,97955220.05203563
2020-05-27,452359938.05693567,313985539.0103612,3,96373651.92182688,98076147.8984206
2020-05-28,447839873.8781194,357404776.9911902,2,96247443.81129514,98314339.11099711
2020-05-29,449410592.9749152,357404776.9911902,2,96297737.26887546,98325332.55157755
2020-06-01,448039500.641657,402057278.5961477,1,97981144.69807318,100109934.40580453
2020-06-02,446376313.8868194,402057278.5961477,1,99030190.30854562,101168969.18172158
2020-06-03,444906582.41172683,356031915.52963996,2,101867974.92918587,104771153.2119169
2020-06-04,448173015.2246553,311207900.4752142,3,102066301.96002145,104969035.14236507
2020-06-05,448162939.99970573,221548454.92792982,5,103522439.89694585,106497123.38304813
2020-06-08,449381052.79652524,176603618.02018327,6,103637260.80953488,106552090.58595039
2020-06-09,448617359.9703984,176603618.02018327,6,103856938.83651306,106753636.99659204
2020-06-10,446576001.21421355,217801149.44552404,5,104178152.71181375,106966176.84781413
2020-06-11,441431358.3349844,261132084.06433657,4,103280936.40724416,105764227.3443512
2020-06-12,434642997.0619936,301291265.9930375,3,101170509.05519469,103257722.89200777
2020-06-15,424983818.2183725,424983818.2183725,0,96355622.19175091,98189746.78441863
2020-06-16,424983818.2183725,424983818.2183725,0,101443327.33923887,103554545.78768001
2020-06-17,424920166.1237817,382485436.3965353,1,101585667.31352277,103712118.43599986
2020-06-18,423979904.2641241,340081094.84557706,2,101226496.11174637,103305361.1345231
2020-06-19,419321544.6318596,379242242.35454655,1,101598477.91120833,103840375.2427718
2020-06-22,417944298.6998439,376206215.2425269,1,100906231.16960758,103125801.60504234
2020-06-23,418669105.29634166,376206215.2425269,1,101120215.59761438,103316354.57510354
2020-06-24,421685318.0558288,291843880.8372308,3,102556425.93813905,105060647.14720218
2020-06-25,429137750.89346814,248923677.35994428,4,100224897.15936857,102506504.45234343
2020-06-26,444173020.636373,204499721.68337488,5,101282008.70171708,103844039.7229653
2020-06-29,433083562.66143763,156700410.04897794,6,99328629.78796087,101887207.29964456
2020-06-30,431768546.2406775,70320825.73814324,8,100033212.66066623,102638425.73930888
2020-07-01,422261763.10874957,104085860.7506337,7,99955874.60797197,102700721.90259811
2020-07-02,430268434.73366797,61052571.9519351,8,101316170.29554522,104019934.77225257
2020-07-03,436035610.39043564,0.0,10,102124661.34947784,104763824.25152992
2020-07-06,442790267.9188832,0.0,10,103809966.64499936,106497123.38304813
2020-07-07,442296447.55924964,0.0,10,102682634.04867077,105086298.50855656
2020-07-08,446474181.2015752,0.0,10,102431641.22735016,104793140.09307781
2020-07-09,448820694.76198536,41414646.7958103,9,102859610.08336377,105262193.55784383
2020-07-10,454008643.9818182,218654980.30168205,5,102022176.56799343,104459672.39547071
2020-07-13,451679659.50450265,218654980.30168205,5,103721241.39436239,106211293.92795631
2020-07-14,448187028.95610875,218654980.30168205,5,103604997.08203052,106134339.84389316
2020-07-15,443460349.4119791,216559314.4531202,5,104471847.52541953,107101762.61497307
2020-07-16,442277094.99207175,318822345.9250108,3,103612114.08074473,105995089.59654073
2020-07-17,445725345.51768446,229650565.35450324,5,104439109.33133425,106845249.00142916
2020-07-20,446529479.2772721,229650565.35450324,5,104297243.82363126,106566748.50672431
2020-07-21,444994088.7029138,229650565.35450324,5,105750534.96107,108160797.3908901
2020-07-22,449364148.43934166,139750806.13316873,7,105742469.02919391,107750375.60921985
2020-07-23,454903179.2298691,139750806.13316873,7,105150809.2027538,107138407.41690792
2020-07-24,452230220.26869726,156064907.45445305,7,104403524.33776328,106511781.30382206
2020-07-27,466818778.31133425,156064907.45445305,7,105230045.12177186,107556158.15896516
2020-07-28,468753394.5373984,156064907.45445305,7,107086632.85301499,109982044.04705192
2020-07-29,470793924.3548285,108978462.63082887,8,107379378.73345889,110392465.8287222
2020-07-30,484196916.9619746,12110062.243809775,10,107562048.36712326,110612334.64033128
2020-07-31,480672315.6191005,12110062.243809775,10,106725089.31833385,109685221.15137969
2020-08-03,485508779.1553617,6732360.832941301,10,106804325.23735191,109736523.87408845
2020-08-04,497861936.26148945,0.0,10,108176957.05602974,111048407.78335594
2020-08-05,514443623.9864099,0.0,10,109690030.98266774,112367620.65301038
2020-08-06,532102353.37178123,0.0,10,111149015.71907783,114082597.38356115
2020-08-07,531071755.26502836,0.0,10,111578882.44141524,114540657.4077467
2020-08-10,554687385.0555171,0.0,10,113225755.9438801,116079739.08901021
2020-08-11,549847643.5755682,0.0,10,114757808.53375593,117637143.17124116
2020-08-12,544258025.1078228,111583729.82273433,8,115406878.81649055,118245446.88335961
2020-08-13,546234176.0177425,111583729.82273433,8,115652652.50542079,118483638.09593609
2020-08-14,540417602.0308263,57533874.28432392,9,114227354.89625786,116984865.69680092
2020-08-18,518764007.44685304,152436259.9574001,7,111416140.40415062,114639598.37297079
2020-08-19,517749182.1593015,311274178.78835636,4,111999734.29871465,114896111.98651473
2020-08-20,513126642.6125881,404788998.9689746,2,107904138.77198558,110517058.15530066
2020-08-21,516856766.69046515,404788998.9689746,2,109345093.77831973,112191725.60372312
2020-08-24,519159141.2423397,300926058.5066887,4,110542647.42862836,113353365.8250577
2020-08-25,517240156.5898811,93905969.85656749,8,112293429.11232048,114914434.38748212
2020-08-26,511409793.6493707,42757329.68681218,9,112416315.95678559,115134303.19909121
2020-08-27,507301069.2786654,0.0,10,111236317.56997195,114104584.26472205
2020-08-28,519855789.517345,0.0,10,111679943.82315682,114419729.56136173
2020-08-31,537510166.8465505,44190789.65942988,9,110368992.660002,112550844.66268459
2020-09-01,532729901.4839519,0.0,10,111478295.52625461,113529260.87434499
2020-09-02,539464380.3954507,0.0,10,112181454.99921712,114148558.02704386
2020-09-03,546326186.2767555,0.0,10,113677448.12894103,115955146.76243176
2020-09-04,557375653.7673078,0.0,10,112365548.0326243,114342775.47729854
2020-09-07,563402925.799681,55494425.20994343,9,113123271.16239567,114943750.22903003
2020-09-08,548833692.6711652,55494425.20994343,9,113962602.54408978,116303272.3808128
2020-09-09,539527205.6297843,198322322.72893384,6,112724244.76781978,114980395.03096487
2020-09-10,543199074.2107198,193148152.80751967,6,113704967.19063592,115991791.56436658
2020-09-11,536175594.63216436,259354401.9629456,5,113714930.98883581,115962475.72281873
2020-09-14,533782412.3768586,146378433.74859738,7,115196215.65455036,117622485.25046724
2020-09-15,532693473.870192,53628782.461288236,9,115939704.78689332,118494631.53651656
2020-09-16,526340334.590862,986864.5412055254,10,115576263.38588843,118109861.11620067
2020-09-17,526547942.505926,0.0,10,114164725.30757296,116530470.15280885
2020-09-18,530897119.1224094,0.0,10,114460317.98750256,116673384.88035472
2020-09-21,525685360.68718904,102378867.21283771,8,113368570.38474494,115757264.83198358
2020-09-22,509718015.6252526,298881791.4474441,4,110673600.20496957,113166477.33519001
2020-09-23,509150109.86124337,399094634.3631971,2,110704440.53273106,113466964.71105573
2020-09-24,502768903.6435585,449033414.61015403,1,107832019.85168174,110843196.8925208
2020-09-25,502688300.41000843,502688300.41000843,0,108120969.99947809,111242625.23361062
