signal_date,entry_date,exit_date,ticker,entry_price,exit_price,return,stage1_prob,stage2_prob,exit_reason
2019-07-31,2019-07-31,2019-08-12,8604.T,278.1223574523925,271.1690979003906,-0.02597572060037967,0.6426054085123247,1.0,trend_exit
2019-08-08,2019-08-08,2019-08-14,7309.T,14347.995771484373,13857.400390625,-0.03515841440743683,0.6708972463306129,0.6810344827586206,trend_exit
2019-07-24,2019-07-24,2019-08-15,9684.T,1097.455612182617,1270.2645263671875,0.15630577469739104,0.6168777635496197,0.6095979247730223,trend_exit
2019-08-12,2019-08-12,2019-08-15,4186.T,991.8713125610351,982.1373901367188,-0.010803881187755993,0.675147465119396,0.6821917808219178,trend_exit
2019-08-12,2019-08-12,2019-08-15,5444.T,2050.9637097167965,2013.3074951171875,-0.019341893718930803,0.693360465543749,0.6057692307692307,trend_exit
2019-08-08,2019-08-08,2019-08-18,4206.T,2469.827711914062,2439.04638671875,-0.013450481352112575,0.7335927471444352,0.6095979247730223,trend_exit
2019-08-08,2019-08-08,2019-08-19,4540.T,2563.07442993164,2524.547119140625,-0.016016646817100355,0.6509108271196723,0.6095979247730223,trend_exit
2019-08-07,2019-08-07,2019-08-21,3994.T,1661.6599999999999,1590.0,-0.044082423600495746,0.7398774180841811,0.6821917808219178,trend_exit
2019-08-19,2019-08-19,2019-08-22,4202.T,630.8974180297851,621.0099487304688,-0.016656399198562988,0.6168119808345683,0.5,trend_exit
2019-08-07,2019-08-07,2019-08-25,4151.T,1589.001965332031,1608.627197265625,0.011338314948253547,0.6484372539574894,0.6821917808219178,trend_exit
2019-08-18,2019-08-18,2019-08-25,6432.T,1257.7136104736326,1245.02001953125,-0.01108249989969079,0.630036877613698,0.46534653465346537,trend_exit
2019-08-20,2019-08-20,2019-08-25,9301.T,445.83977304077143,433.2150573730469,-0.029288393532138857,0.6001601601365252,0.4583333333333333,trend_exit
2019-08-18,2019-08-18,2019-08-27,6871.T,663.4046242065428,637.8138427734375,-0.039536346776673725,0.6295894855915193,0.5,trend_exit
2019-08-12,2019-08-12,2019-09-03,3231.T,325.29048065185543,352.3476257324219,0.08209523193337787,0.6338752768530407,0.6095979247730223,trend_exit
2019-08-27,2019-08-27,2019-09-03,7189.T,499.14033480834956,493.2716064453125,-0.012745914376815826,0.6410714071335789,0.5,trend_exit
2019-08-14,2019-08-14,2019-09-09,8801.T,660.7167583618163,729.6358642578125,0.10320529813835444,0.6854133192483098,0.6095979247730223,trend_exit
2019-08-29,2019-08-29,2019-09-16,3132.T,365.3400116577148,390.3948669433594,0.06751097506891535,0.6323774607364852,0.5137614678899084,trend_exit
2019-08-20,2019-08-20,2019-09-18,7259.T,793.7802919921874,942.20263671875,0.18579466330627348,0.6610532632816912,0.4583333333333333,trend_exit
2019-08-29,2019-08-29,2019-09-18,6981.T,1320.9446249999999,1493.3458251953125,0.1293830574995658,0.6691002623135918,0.46534653465346537,trend_exit
2019-09-01,2019-09-01,2019-09-18,4980.T,198.84693319702143,218.7080841064453,0.0987817237586226,0.6442325222882074,0.46534653465346537,trend_exit
