date,nav,cash,n_positions,topix_nav
2018-07-09,26364646.91897134,452619.7369645047,10,13938054.386338057
2018-07-10,26110141.83669595,414725.20766763017,10,13803272.349313036
2018-07-11,26171429.24209146,414725.20766763017,10,13890484.983408129
2018-07-12,26520597.017811675,340559.26451577526,10,14033194.316956215
2018-07-15,26520597.017811675,340559.26451577526,10,14033194.316956215
2018-07-16,26673490.798558135,5441964.974583524,8,14167977.478739537
2018-07-17,26803212.618626494,5441964.974583524,8,14199690.039106721
2018-07-18,26681380.107444853,7878427.635521024,7,14191760.493067047
2018-07-19,26432569.008397,13013225.856541533,5,14160049.057458166
2018-07-22,26308455.653807156,23667941.43261575,1,14112477.40501163
2018-07-23,26332270.656248562,23667941.43261575,1,14160049.057458166
2018-07-24,26302841.431700222,26302841.431700222,0,14215545.75691116
2018-07-25,26302841.431700222,26302841.431700222,0,14342400.497413112
2018-07-26,26302841.431700222,26302841.431700222,0,14397898.321624411
2018-07-29,26302841.431700222,26302841.431700222,0,14350328.918694483
2018-07-30,26302841.431700222,26302841.431700222,0,14223475.302950837
2018-07-31,26302841.431700222,26302841.431700222,0,14358257.339975854
2018-08-01,26302841.431700222,26302841.431700222,0,14215545.75691116
2018-08-02,26302841.431700222,26302841.431700222,0,14144191.090137117
2018-08-05,26302841.431700222,26302841.431700222,0,14049051.159518959
2018-08-06,26302841.431700222,26302841.431700222,0,14160049.057458166
2018-08-07,26302841.431700222,26302841.431700222,0,14160049.057458166
2018-08-08,26302841.431700222,26302841.431700222,0,14128335.37233268
2018-08-09,26302841.431700222,26302841.431700222,0,13953910.104142494
2018-08-12,26302841.431700222,26302841.431700222,0,13660560.766248342
2018-08-13,26302841.431700222,26302841.431700222,0,13882555.437368453
2018-08-14,26302841.431700222,26302841.431700222,0,13771559.788945854
2018-08-15,26302841.431700222,26302841.431700222,0,13692275.576132134
2018-08-16,26302841.431700222,26302841.431700222,0,13779487.085468922
2018-08-19,26302841.431700222,26302841.431700222,0,13723989.26125762
2018-08-20,26302841.431700222,26302841.431700222,0,13668486.938013107
2018-08-21,26302841.431700222,26302841.431700222,0,13795343.928031664
2018-08-22,26302841.431700222,26302841.431700222,0,13787413.257233687
2018-08-23,26302841.431700222,26302841.431700222,0,13874627.01608708
2018-08-26,26292558.0224595,16009148.781736843,4,14041121.613479285
2018-08-27,26219063.347386256,8402926.10983743,7,14056980.705558635
2018-08-28,26436637.096165553,8402926.10983743,7,14112477.40501163
2018-08-29,26470399.85347146,3388787.07881326,9,14112477.40501163
2018-08-30,26426923.56506814,5901049.474491971,8,14072836.423363075
2018-09-02,26370529.211998075,10986296.094322294,6,13953910.104142494
2018-09-03,26335969.666896142,15905403.117213527,4,13930124.84029838
2018-09-04,26245773.788295068,15905403.117213527,4,13834984.909680221
2018-09-05,26105533.721766748,15905403.117213527,4,13739844.979062062
2018-09-06,26079561.284880154,20934645.562223904,2,13676418.733569391
2018-09-09,26055984.075059596,23686499.45591897,1,13700203.997413505
2018-09-10,26066192.15242776,16120661.122154322,4,13787413.257233687
2018-09-11,26120433.565394677,11067597.36239175,6,13731916.55778069
2018-09-12,26233967.221180815,832886.5723771029,10,13882555.437368453
2018-09-13,26342470.260731596,832886.5723771029,10,14033194.316956215
2018-09-16,26340073.39100503,3227359.4292130405,9,14033194.316956215
2018-09-17,26787095.091932766,910044.9179825718,10,14271044.705880765
2018-09-18,27196265.13587808,910044.9179825718,10,14493039.377000874
2018-09-19,27091921.40902261,846920.6857560091,10,14500966.673523942
2018-09-20,27371060.001551908,846920.6857560091,10,14627820.28926759
2018-09-23,27371060.001551908,846920.6857560091,10,14627820.28926759
2018-09-24,27441335.76511697,872594.871562284,10,14794316.011418097
2018-09-25,27464571.828129668,890089.4672898231,10,14897385.48807593
2018-09-26,27054648.868107695,6165008.060002226,8,14715034.048120985
2018-09-27,27301628.429045197,8767366.795744415,7,14873601.34899012
2018-09-30,27226338.250187777,14168039.23285379,5,14873601.34899012
2018-10-01,27265854.263859652,960366.4830979342,10,14913242.330638675
2018-10-02,27213703.421574496,960366.4830979342,10,14762602.326292608
2018-10-03,27034293.95679178,6137055.400883579,8,14738818.187206797
2018-10-04,26823020.23862772,18680029.55869608,3,14667463.520432753
2018-10-07,26820309.408293247,21388149.062834263,2,14667463.520432753
2018-10-08,26667074.69724588,24007699.886454865,1,14413754.039428852
2018-10-09,26660009.61283426,21451267.651164338,2,14429613.131508203
2018-10-10,26795878.029704377,18821161.657023713,3,13914269.122493941
2018-10-11,26680639.828328036,21411402.76778116,2,13945982.807619428
2018-10-14,26638524.800544832,19025803.29175577,3,13700203.997413505
2018-10-15,26644571.216908358,16555657.868519684,4,13803272.349313036
2018-10-16,26938694.39264078,987487.5261857016,10,14009409.053112099
2018-10-17,26625543.745668124,987487.5261857016,10,13945982.807619428
2018-10-18,26452796.950013828,987487.5261857016,10,13850841.752242964
2018-10-21,26615139.33267984,897561.7020646082,10,13874627.01608708
2018-10-22,25759325.01303873,15824460.254737947,4,13494065.044097835
2018-10-23,25777501.1675065,20871634.907740876,2,13517851.432700256
2018-10-24,25663378.040919587,25663378.040919587,0,13097647.354304152
2018-10-25,25663378.040919587,25663378.040919587,0,13050077.951374223
2018-10-28,25660900.23346109,23183092.774964996,1,13002507.423685992
2018-10-29,25607209.080726713,15704292.93082437,4,13161074.724555125
2018-10-30,25694136.50249185,494584.1465348201,10,13462352.483730653
2018-10-31,26112599.97905435,494584.1465348201,10,13351355.710549748
2018-11-01,26527432.394825835,494584.1465348201,10,13557492.41434881
2018-11-04,26535689.871632475,494584.1465348201,10,13414784.205559026
2018-11-05,26615756.876027007,494584.1465348201,10,13589207.224232603
2018-11-06,26511173.718885895,5483038.367323395,8,13525778.729223324
2018-11-07,26754500.189393707,176558.43524331786,10,13755700.696866501
2018-11-08,26797177.75246744,2834750.036402986,9,13676418.733569391
2018-11-11,26796617.109706208,260312.8433487867,10,13684347.154850762
2018-11-12,26351480.8652482,2887238.2932267166,9,13398926.23823798
2018-11-13,26655486.350392245,8009128.0862320885,7,13422710.377323791
2018-11-14,26993942.890333652,10542008.295607088,6,13414784.205559026
2018-11-15,26991591.480421543,10542008.295607088,6,13319643.150182566
2018-11-18,27128200.837110996,10542008.295607088,6,13406854.659519352
2018-11-19,27212757.80493326,13167416.099610996,5,13311712.479384586
2018-11-20,27210355.05835123,13167416.099610996,5,13224500.970047798
2018-11-21,27436444.334474277,13167416.099610996,5,13319643.150182566
2018-11-22,27436444.334474277,13167416.099610996,5,13319643.150182566
2018-11-25,27629548.068483066,15927600.052125644,4,13351355.710549748
2018-11-26,27669547.842652988,15927600.052125644,4,13454424.06244928
2018-11-27,27682777.926881503,15927600.052125644,4,13533708.275262998
2018-11-28,27791377.66443033,15927600.052125644,4,13581277.678192927
2018-11-29,27876935.360963535,15927600.052125644,4,13636776.627162531
2018-12-02,27954099.41736002,15927600.052125644,4,13827056.48839885
2018-12-03,27717434.54361124,21535163.846589755,2,13486137.747574769
2018-12-04,27691744.18234415,24647421.947236728,1,13414784.205559026
2018-12-05,27680168.98703165,24647421.947236728,1,13176932.691876175
2018-12-06,27707178.050752353,24647421.947236728,1,13256214.655173287
2018-12-09,27711036.99850626,24647421.947236728,1,13010435.844967365
2018-12-10,27745762.309785556,24647421.947236728,1,12875653.807942346
2018-12-11,27830648.723359775,24647421.947236728,1,13145219.006750686
2018-12-12,27838365.24557657,24647421.947236728,1,13232430.516087474
2018-12-13,27838365.24557657,24647421.947236728,1,13018364.266248737
2018-12-16,27838365.24557657,24647421.947236728,1,13042149.530092852
2018-12-17,27780488.719697665,24647421.947236728,1,12788441.173847256
2018-12-18,27742663.969423007,27742663.969423007,0,12725016.053112887
2018-12-19,27742663.969423007,27742663.969423007,0,12399954.154851548
2018-12-20,27742663.969423007,27742663.969423007,0,12162102.641168695
2018-12-23,27742663.969423007,27742663.969423007,0,12162102.641168695
2018-12-24,27742663.969423007,27742663.969423007,0,11599186.979707899
2018-12-25,27742663.969423007,27742663.969423007,0,11733970.141491221
2018-12-26,27742663.969423007,27742663.969423007,0,12304811.974716783
2018-12-27,27742663.969423007,27742663.969423007,0,12265169.868309924
2018-12-30,27742663.969423007,27742663.969423007,0,12265169.868309924
2019-01-03,27742663.969423007,27742663.969423007,0,12043176.321948117
2019-01-06,27742663.969423007,27742663.969423007,0,12384095.062772198
2019-01-07,27742663.969423007,27742663.969423007,0,12439594.011741802
2019-01-08,27742663.969423007,27742663.969423007,0,12558519.206204077
2019-01-09,27742663.969423007,27742663.969423007,0,12479236.118148662
2019-01-10,27742663.969423007,27742663.969423007,0,12534733.942359962
2019-01-14,27742663.969423007,27742663.969423007,0,12629874.997736424
2019-01-15,27742663.969423007,27742663.969423007,0,12582305.594806496
2019-01-16,27740032.108339023,25108171.024354648,1,12637803.419017797
2019-01-17,27803464.620411776,22352383.187306307,2,12756728.61348007
2019-01-20,27905179.23192911,19589121.288203523,3,12859796.965379601
2019-01-21,27854787.468623444,19589121.288203523,3,12740871.770917328
2019-01-22,27774091.17345743,19589121.288203523,3,12677444.40066635
2019-01-23,27878504.686641023,19589121.288203523,3,12709158.08579184
2019-01-24,27873286.444719024,22286797.843034454,2,12843941.247575162
2019-01-27,27784383.371598907,22286797.843034454,2,12748801.316957
2019-01-28,27774996.856626984,27774996.856626984,0,12756728.61348007
2019-01-29,27774996.856626984,27774996.856626984,0,12709158.08579184
2019-01-30,27769550.863658234,22323557.894908234,2,12851869.668856533
2019-01-31,27676669.554634184,8670320.699043365,7,12812227.562449673
2019-02-03,28028354.509370513,412446.3428666084,10,12954938.020756064
2019-02-04,28082235.024189852,294303.2889603586,10,12962865.317279134
2019-02-05,28134916.496968172,294303.2889603586,10,12962865.317279134
2019-02-06,27852148.290791415,2857645.5838822336,9,12851869.668856533
2019-02-07,27157116.56936197,18919200.02578287,3,12606088.609134005
2019-02-11,27413059.006190583,21735208.40804605,2,12867725.386660973
2019-02-12,27485591.143519685,8078959.478480624,7,13026293.812288413
2019-02-13,27439413.767610263,373545.8873612401,10,13026293.812288413
2019-02-14,27398398.191438388,373545.8873612401,10,12915295.914349206
2019-02-17,27896221.35610819,243796.301176548,10,13129362.164187944
2019-02-18,28038665.069487095,243796.301176548,10,13176932.691876175
2019-02-19,28305572.466948032,243796.301176548,10,13216574.798283033
2019-02-20,28107093.31045389,243796.301176548,10,13216574.798283033
2019-02-21,28132426.552970983,2947001.925285435,9,13184858.86364094
2019-02-24,28379548.48473368,2896661.4852219583,9,13287929.465057079
2019-02-25,28324400.952855013,29494.812718295958,10,13248287.358650217
2019-02-26,28412327.178587437,6280843.261351109,8,13287929.465057079
2019-02-27,28433627.418235876,9034439.05764017,7,13176932.691876175
2019-02-28,28535670.394700717,3907590.426438999,9,13248287.358650217
2019-03-03,28558963.67062235,1270219.9755539899,10,13343426.164510075
2019-03-04,28519478.17814188,1117753.6236985214,10,13280001.043775707
2019-03-05,28547259.574626256,1117753.6236985214,10,13240360.06212715
2019-03-06,28393397.256950475,6422935.855583287,8,13113505.3216252
2019-03-07,27980751.27461405,20412434.221391395,3,12883583.353982022
2019-03-10,27963346.304594517,25350144.69326639,1,12954938.020756064
2019-03-11,27963963.037803747,11776523.407676794,6,13176932.691876175
2019-03-12,27877526.252244666,3490814.05436869,9,13026293.812288413
2019-03-13,27981434.698008828,704441.3172715222,10,13050077.951374223
2019-03-14,28276289.583873086,704441.3172715222,10,13129362.164187944
2019-03-17,28458694.903086953,704441.3172715222,10,13208645.252243359
2019-03-18,28331790.93400126,390910.1204026262,10,13224500.970047798
2019-03-19,28290704.982084755,3020381.666655068,9,13232430.516087474
2019-03-21,28497325.116081335,11299437.133903602,6,13240360.06212715
2019-03-24,28148519.63082438,16812828.163539223,4,12891510.650505088
2019-03-25,28493263.109913737,13998710.790577797,5,13240360.06212715
2019-03-26,28526433.895607095,5703348.080177408,8,13295859.011096753
2019-03-27,27969426.861784466,483360.2266526283,10,13097647.354304152
2019-03-28,27961883.57143412,9078368.977928262,7,13169004.270594802
2019-03-31,28117292.30312663,1043158.4591324888,10,13390997.81695661
2019-04-01,27980774.48984538,936418.0750504578,10,13375139.849635562
2019-04-02,28101183.620948896,3506489.2300797547,9,13438567.219886538
2019-04-03,28196274.48808757,708632.9628190128,10,13422710.377323791
2019-04-04,28217444.0888383,6164512.6435258,8,13454424.06244928
2019-04-07,28203581.13107463,6164512.6435258,8,13422710.377323791
2019-04-08,28192558.98517619,8782893.131294355,7,13383068.270916933
2019-04-09,28106122.067802534,14401131.223075971,5,13311712.479384586
2019-04-10,28127669.08394023,17116813.81050273,4,13327570.446705634
2019-04-11,28094629.794828903,11513607.999174606,6,13303785.182861518
2019-04-14,28176499.674504198,3950683.39032451,9,13478208.201535093
2019-04-15,28170176.544621386,1263547.0341233388,10,13470280.905012025
2019-04-16,28097811.371525683,1164793.3783616205,10,13517851.432700256
2019-04-17,27792173.17157451,8377200.704533495,7,13375139.849635562
2019-04-18,27785682.022459522,13797451.730711475,5,13383068.270916933
2019-04-21,27919550.596458547,13705423.14894878,5,13406854.659519352
2019-04-22,28045009.521824755,5440845.611912646,8,13446494.516409606
2019-04-23,28185341.280552782,2629463.7353867674,9,13343426.164510075
2019-04-24,28356741.159874074,132616.5260850098,10,13406854.659519352
2019-04-25,28457087.419822805,3079926.5677720224,9,13390997.81695661
2019-05-06,28365056.153465383,5783242.762352101,8,13240360.06212715
2019-05-07,28108863.598436087,11164143.194383351,6,13026293.812288413
2019-05-08,28141176.11974346,21831495.614372365,2,12836012.82629379
2019-05-09,28072638.784147754,24762979.311491504,1,12828083.280254114
2019-05-12,28013360.73238994,24762979.311491504,1,12772584.331284512
2019-05-13,27934324.09908916,24762979.311491504,1,12725016.053112887
2019-05-14,27829688.846971244,25062530.405809134,1,12780511.62780758
2019-05-15,27815585.94496929,22363114.546043508,2,12748801.316957
2019-05-16,27881828.67642681,16840819.948399466,4,12875653.807942346
2019-05-19,27908327.38215801,5851991.432450982,8,12891510.650505088
2019-05-20,27831962.413694877,3131103.505613824,9,12843941.247575162
2019-05-21,27723299.451878473,5780122.147801325,8,12804299.141168302
2019-05-22,27458813.428086966,13690146.332139703,5,12764658.159519747
2019-05-23,27486827.53619244,19186204.39166119,3,12780511.62780758
2019-05-26,27529236.11365826,21964207.714000057,2,12836012.82629379
2019-05-27,27528210.48499615,21964207.714000057,2,12851869.668856533
2019-05-28,27460003.48563092,24750784.656285215,1,12732943.349635955
2019-05-29,27462987.06107037,24750784.656285215,1,12685372.821947725
2019-05-30,27427486.73844464,27427486.73844464,0,12534733.942359962
2019-06-02,27427486.73844464,27427486.73844464,0,12431665.59046043
2019-06-03,27427486.73844464,27427486.73844464,0,12415808.747897685
2019-06-04,27427486.73844464,27427486.73844464,0,12685372.821947725
2019-06-05,27427486.73844464,27427486.73844464,0,12637803.419017797
2019-06-06,27427486.73844464,27427486.73844464,0,12701229.664510468
2019-06-09,27427486.73844464,27427486.73844464,0,12883583.353982022
2019-06-10,27427486.73844464,27427486.73844464,0,12947009.599474693
2019-06-11,27427486.73844464,27427486.73844464,0,12875653.807942346
2019-06-12,27427486.73844464,27427486.73844464,0,12772584.331284512
2019-06-13,27427486.73844464,27427486.73844464,0,12820155.983731044
2019-06-16,27427486.73844464,27427486.73844464,0,12748801.316957
2019-06-17,27427486.73844464,27427486.73844464,0,12661587.558103608
2019-06-18,27427486.73844464,27427486.73844464,0,12891510.650505088
2019-06-19,27427486.73844464,27427486.73844464,0,12931153.881670251
2019-06-20,27427486.73844464,27427486.73844464,0,12812227.562449673
2019-06-23,27427486.73844464,27427486.73844464,0,12836012.82629379
2019-06-24,27427486.73844464,27427486.73844464,0,12780511.62780758
2019-06-25,27427486.73844464,27427486.73844464,0,12717086.507073212
2019-06-26,27427486.73844464,27427486.73844464,0,12891510.650505088
2019-06-27,27427486.73844464,27427486.73844464,0,12883583.353982022
2019-06-30,27427486.73844464,27427486.73844464,0,13169004.270594802
2019-07-01,27427486.73844464,27427486.73844464,0,13200716.830961987
2019-07-02,27424820.650932435,24758733.138725404,1,13081790.51174141
2019-07-03,27489531.991264466,24758733.138725404,1,13192788.409680616
2019-07-04,27511101.998588685,24758733.138725404,1,13208645.252243359
2019-07-07,27496002.82866681,24758733.138725404,1,12851869.668856533
2019-07-08,27489531.991264466,24758733.138725404,1,12804299.141168302
2019-07-09,27473867.82686017,22034015.92866681,2,13041490.421727002
2019-07-10,27617096.94899152,16593805.579362612,4,13114348.890352825
2019-07-11,27514029.877458315,16593805.579362612,4,13090061.984305348
2019-07-15,27406201.31310285,11237026.026237613,6,13017204.640437827
2019-07-16,27387004.337938048,11264024.723680237,6,13009108.630169235
2019-07-17,27090040.177781798,11264024.723680237,6,12725775.264967749
2019-07-18,27352716.378236514,6614694.542909365,8,12976727.963369772
2019-07-21,27250279.566291936,1146527.2622147854,10,12903871.744260555
2019-07-22,27791394.522956975,1146527.2622147854,10,13025301.775464723
2019-07-23,27887672.467903264,1146527.2622147854,10,13073871.088526465
2019-07-24,28105110.440132268,993440.1062699617,10,13098156.869815638
2019-07-25,27787524.609993108,910453.055427677,10,13041490.421727002
2019-07-28,27863803.299568303,910453.055427677,10,13033395.536216712
2019-07-29,28280434.40003217,910453.055427677,10,13090061.984305348
2019-07-30,28479652.992366154,902892.2867997475,10,12992918.859148655
2019-07-31,28349121.552757394,3703682.621482978,9,13009108.630169235
2019-08-01,27787427.579634223,11628144.98075727,6,12717680.379457459
2019-08-04,27539494.458015572,16968606.9488603,4,12491011.212828003
2019-08-05,27551282.343708932,21883022.379719675,2,12442440.775007961
2019-08-06,27820555.027424753,21883022.379719675,2,12450534.535759948
2019-08-07,27938460.12422651,16523063.038655221,4,12434345.889497671
2019-08-08,27978450.47237104,7137867.150227489,8,12491011.212828003
2019-08-12,27585673.194053784,1797190.827110425,10,12353392.535361558
2019-08-13,27732827.77779402,1797190.827110425,10,12434345.889497671
2019-08-14,27592978.926616043,472606.416850416,10,12304819.848024908
2019-08-15,27748503.969993725,8908893.69777693,7,12337200.514824372
2019-08-18,27968246.844688553,6035892.407432694,8,12410058.983450195
2019-08-19,28218009.144078203,5781966.340123124,8,12515296.994117178
2019-08-20,28011222.334916826,239528.7252976857,10,12426249.879229076
2019-08-21,27962142.75752425,2780984.7252976857,9,12442440.775007961
2019-08-22,28062308.415556476,5510696.055937334,8,12474820.31704912
2019-08-25,27733254.497020096,13662180.046336504,5,12272440.305983746
2019-08-26,27847207.792918533,13662180.046336504,5,12353392.535361558
2019-08-27,27923261.18301558,13593047.52639937,5,12369582.306382136
2019-08-28,27899196.818391558,13593047.52639937,5,12377677.191892426
2019-08-29,28173127.743177935,8005945.724134965,7,12563868.556695523
2019-09-01,28083993.98728499,2499107.317363115,9,12499108.347854901
2019-09-02,28190993.166362137,2499107.317363115,9,12555774.795943538
2019-09-03,28062408.529252764,8166148.495073076,7,12531487.88989606
2019-09-04,28607797.823686358,8166148.495073076,7,12733870.150478039
2019-09-05,28698274.570817705,8166148.495073076,7,12766249.692519197
2019-09-08,28783075.255937334,8166148.495073076,7,12871489.952702789
2019-09-09,29113579.496269368,11154664.03148665,6,12944347.296570309
2019-09-10,29633380.27446761,11154664.03148665,6,13154825.56742088
2019-09-11,29825424.442790363,8205763.413737628,7,13260062.45332956
2019-09-12,30067041.178630207,8205763.413737628,7,13381490.23501712
2019-09-16,30144464.816499468,11208797.84872603,6,13397682.25555431
2019-09-17,29941124.377656695,11208797.84872603,6,13341015.807465672
2019-09-18,29951767.282879777,17759330.051434465,4,13421969.161601786
2019-09-19,30164386.713104386,20734394.928436417,3,13413872.02657489
2019-09-23,30240465.729608294,23763003.522577044,2,13486731.619959015
2019-09-24,30114496.381463762,23763003.522577044,2,13462444.713911539
2019-09-25,30271063.373651262,23763003.522577044,2,13454349.828401249
2019-09-26,30261259.45519423,23763003.522577044,2,13438158.932622366
2019-09-29,30445534.72448134,26786124.104364153,1,13300539.130397618
2019-09-30,30160304.527801655,23849917.979950093,2,13446253.818132656
2019-10-01,30105115.73154921,9837360.384869523,7,13389588.494802322
2019-10-02,29744196.8594789,9837360.384869523,7,13146728.432393983
2019-10-03,29813159.07164931,9731085.179437395,7,13187206.234220343
2019-10-06,29802808.74491591,18391741.43229384,4,13162920.452931171
2019-10-07,29944545.542468403,7063431.7088502385,8,13308635.14066621
2019-10-08,29843903.655767962,1425962.6096253856,10,13260062.45332956
2019-10-09,29728562.163598776,1429326.4061524863,10,13268158.463598154
2019-10-10,30184860.228784323,1429326.4061524863,10,13381490.23501712
2019-10-14,30789275.574133445,1376389.2215943816,10,13591969.630626
2019-10-15,30905479.336218406,4295425.393347312,9,13664826.974493518
2019-10-16,30924238.247351218,4295425.393347312,9,13600065.640894592
2019-10-17,30857877.621283103,1209893.755926658,10,13600065.640894592
2019-10-20,30856927.446875144,1227937.8075929177,10,13656733.213741532
2019-10-22,30788302.505465843,6412775.747653342,8,13737684.318361038
2019-10-23,30764848.81020217,486405.88417678047,10,13786255.880939385
2019-10-24,30791333.54823928,555014.920309593,10,13818636.547738846
2019-10-27,30641770.685995627,470327.4731050036,10,13826733.682765745
2019-10-28,30969993.372763205,470327.4731050036,10,13948160.339695003
2019-10-29,31059485.423190456,500454.77133498574,10,13980543.256011073
2019-10-30,31102408.10984817,427697.03807082586,10,13956257.474721901
2019-10-31,30949476.136166528,3390378.168637232,9,13956257.474721901
2019-11-04,31561167.788308863,53949.413675073534,10,14199115.287613632
2019-11-05,31236030.59534011,6162340.751590112,8,14199115.287613632
2019-11-06,31409159.159420922,81112.63842483005,10,14239591.96468169
2019-11-07,31592133.235690456,214521.91977248667,10,14280068.641749745
2019-11-10,32008950.9480928,214521.91977248667,10,14288164.65201834
2019-11-11,32207710.70314651,105827.23757033888,10,14320544.194059499
2019-11-12,31920321.57635208,9282847.818417508,7,14239591.96468169
2019-11-13,32255249.652353056,9201998.639169462,7,14110067.047967229
2019-11-14,32176468.963388212,6566798.937753446,8,14231497.0791714
2019-11-17,32570682.115805205,311056.60616165027,10,14263876.621212559
2019-11-18,32180163.341729887,814095.1471498096,10,14231497.0791714
2019-11-19,32290692.656915434,814095.1471498096,10,14174828.381566156
2019-11-20,32416943.35814682,872307.5289842216,10,14150541.47551868
2019-11-21,32530480.593571626,3839915.977177581,9,14182924.39183475
2019-11-24,32779675.96222397,825687.7191209407,10,14263876.621212559
2019-11-25,32774123.74687973,258471.61980453553,10,14280068.641749745
2019-11-26,32977680.648430023,258471.61980453553,10,14352923.736100659
2019-11-27,32857494.577470552,3431789.66871811,9,14320544.194059499
2019-11-28,32794831.2862352,9855619.672770845,7,14223401.068902805
2019-12-01,32971527.43142563,6766964.594206393,8,14385306.65241673
2019-12-02,32897298.23588425,10403031.977644501,7,14312447.059032602
2019-12-03,32771830.629487764,6785949.6083696,8,14255782.860460574
2019-12-04,32768638.37234665,3612377.228852999,9,14344828.85059037
2019-12-05,32723116.179791413,620880.7549867271,10,14344828.85059037
2019-12-08,32750156.317291416,781806.6407777439,10,14433878.214995075
2019-12-09,32819776.72613541,782662.2791139255,10,14409593.558464207
2019-12-10,32818084.239563145,782662.2791139255,10,14369116.881396148
2019-12-11,33154021.934289705,3872349.625940097,9,14369116.881396148
2019-12-12,33624528.2900026,534489.4655397069,10,14587688.912998708
2019-12-15,33705848.065393224,534489.4655397069,10,14555307.121440941
2019-12-16,34111054.77926041,534489.4655397069,10,14636260.475577055
2019-12-17,34260481.921057284,706087.7316041603,10,14563403.131709537
2019-12-18,34430033.2210817,7148003.649548496,8,14555307.121440941
2019-12-19,34450458.23266617,902304.3386232038,10,14514829.319614582
2019-12-22,34461510.370166175,4033780.5056642196,9,14482449.777573422
2019-12-23,34623496.834777996,3985040.0903932266,9,14482449.777573422
2019-12-24,34734973.762329265,7440981.263549965,8,14425783.329484785
2019-12-25,34787855.53500993,642005.4617677387,10,14506735.558862595
2019-12-26,34890140.32504899,642005.4617677387,10,14571498.017219825
2019-12-29,34656390.1222902,8004296.5676027,8,14433878.214995075
2020-01-05,34353580.3190065,27314533.46842057,2,14239591.96468169
2020-01-06,34453626.437170565,27314533.46842057,2,14482449.777573422
2020-01-07,34360795.08741471,31019689.008313145,1,14288164.65201834
2020-01-08,34419293.12014176,21022627.238794103,4,14522927.579399783
2020-01-09,34514075.84284074,1015135.3826356572,10,14571498.017219825
2020-01-13,34667856.610663004,1015135.3826356572,10,14611973.569529576
2020-01-14,34667612.32738663,683360.1911561652,10,14539116.225662058
2020-01-15,34898039.40165421,3949519.1807069466,9,14506735.558862595
2020-01-16,35287287.73881242,422152.32011124445,10,14571498.017219825
2020-01-19,35508496.81474015,422152.32011124445,10,14628163.340550158
2020-01-20,35277453.98544328,14147787.652435463,6,14571498.017219825
2020-01-21,35291898.059955,686557.746234294,10,14660546.256866228
2020-01-22,34908510.87102678,10940868.573663494,7,14506735.558862595
2020-01-23,34875562.82625139,14347075.997638103,6,14522927.579399783
2020-01-26,34502091.360821694,30684597.220196698,1,14271973.756239455
2020-01-27,34419472.1547548,31333460.436004803,1,14191019.27734504
2020-01-28,34499184.4594423,31333460.436004803,1,14247686.850191979
2020-01-29,34412260.341864176,27914130.068426676,2,14053400.599878594
2020-01-30,34463529.482489176,27914130.068426676,2,14142448.839524997
2020-02-02,33994047.63561417,30873873.612176675,1,14029113.693831116
2020-02-03,33985671.36755693,11090146.279055951,7,14142448.839524997
2020-02-04,34291778.36795976,1907058.4613435501,10,14288164.65201834
2020-02-05,35061915.08976152,1907058.4613435501,10,14579592.902730115
2020-02-06,34638449.205362104,1907058.4613435501,10,14522927.579399783
2020-02-09,34619638.34254472,5027904.608413862,9,14433878.214995075
2020-02-11,34624438.45150468,17661356.215786908,5,14417687.319216192
2020-02-12,34669606.864029095,21044619.907241985,4,14361020.871127557
2020-02-13,34576047.86108415,28034172.07983415,2,14296259.537528628
2020-02-16,34329540.95438249,24625618.04178483,3,14174828.381566156
2020-02-17,34158611.677966475,27315257.545886394,2,13972447.245742481
2020-02-18,34206890.88529069,30845736.423620768,1,14021019.933079131
2020-02-19,34233287.60159928,30845736.423620768,1,14053400.599878594
2020-02-20,34250885.312780924,30845736.423620768,1,14045304.58961
2020-02-24,34089259.74020402,34089259.74020402,0,13575778.734847115
2020-02-25,34089259.74020402,34089259.74020402,0,13486731.619959015
2020-02-26,34089259.74020402,34089259.74020402,0,13146728.432393983
2020-02-27,34089259.74020402,34089259.74020402,0,12677202.5776311
2020-03-01,34089259.74020402,34089259.74020402,0,12798632.60883527
2020-03-02,34089259.74020402,34089259.74020402,0,12636727.025321346
2020-03-03,34089259.74020402,34089259.74020402,0,12604344.109005276
2020-03-04,34089259.74020402,34089259.74020402,0,12758155.931767212
2020-03-05,34089259.74020402,34089259.74020402,0,12345297.649851268
2020-03-08,34089259.74020402,34089259.74020402,0,11649103.753217231
2020-03-09,34089259.74020402,34089259.74020402,0,11811009.336731153
2020-03-10,34089259.74020402,34089259.74020402,0,11616723.086417768
2020-03-11,34089259.74020402,34089259.74020402,0,11147196.10689658
2020-03-12,34089259.74020402,34089259.74020402,0,10572431.116708407
2020-03-15,34089259.74020402,34089259.74020402,0,10321477.293548083
2020-03-16,34089259.74020402,34089259.74020402,0,10653384.470844522
2020-03-17,34089259.74020402,34089259.74020402,0,10750527.596001213
2020-03-18,34089259.74020402,34089259.74020402,0,10847671.845916212
2020-03-22,34089259.74020402,34089259.74020402,0,10961005.866851788
2020-03-23,34089259.74020402,34089259.74020402,0,11187672.783964636
2020-03-24,34089259.74020402,34089259.74020402,0,11940533.12868731
2020-03-25,34089259.74020402,34089259.74020402,0,11786723.55544198
2020-03-26,34089259.74020402,34089259.74020402,0,12207675.59810991
2020-03-29,34089259.74020402,34089259.74020402,0,12223867.618647097
