date,nav,cash,n_positions,topix_nav
2016-11-13,11812339.54572984,515581.6592247125,10,10986572.747848647
2016-11-14,11703197.390792094,2614625.1678917045,8,11017238.158235272
2016-11-15,11796534.52873155,1435335.3618614313,9,11147575.15044486
2016-11-16,11828075.237563336,355859.5034629938,10,11170575.332993131
2016-11-17,11888328.959181989,355859.5034629938,10,11231910.652799597
2016-11-20,11988102.643874371,355859.5034629938,10,11323912.50775099
2016-11-21,12021908.310323345,1474966.2296348687,9,11369912.872847537
2016-11-23,12067699.275910199,278853.5674446223,10,11461915.852557234
2016-11-24,12186466.382898724,2614639.930262005,8,11507916.21765378
2016-11-27,12145553.386362469,1418507.215555584,9,11538583.877557011
2016-11-28,12135911.771067059,1418507.215555584,9,11538583.877557011
2016-11-29,12158144.11920625,4912730.325260937,6,11530917.524960356
2016-11-30,12137103.203849804,2616697.286491406,8,11622920.504670054
2016-12-01,12059414.445478832,3957465.696699536,7,11615253.027315093
2016-12-04,11997515.418435682,1571612.3315826536,9,11530917.524960356
2016-12-05,12120772.452188123,3774283.1882721065,7,11607584.42520183
2016-12-06,12169096.418264782,4957386.3032135125,6,11714921.234863143
2016-12-07,12190539.218814097,3703244.46173402,7,11860590.932266042
2016-12-08,12251109.645938123,1304771.6027252313,9,11983259.322362365
2016-12-11,12436324.153213512,73700.89271546574,10,12029259.68745891
2016-12-12,12582963.844375622,73700.89271546574,10,12090596.13202368
2016-12-13,12666213.478164684,73700.89271546574,10,12090596.13202368
2016-12-14,12713400.282363903,73700.89271546574,10,12121262.667168608
2016-12-15,12795561.268692028,73700.89271546574,10,12182597.986975074
2016-12-18,12818298.384170543,73700.89271546574,10,12174930.509620115
2016-12-19,12829070.290341198,203348.10406190157,10,12182597.986975074
2016-12-20,12718261.5167328,3884346.4532562373,7,12128930.144523568
2016-12-21,12681948.723300181,7672650.767977917,4,12121262.667168608
2016-12-25,12712077.289265454,5341502.660054028,6,12098262.484620336
2016-12-26,12806831.461018384,4097280.249470532,7,12067595.949475408
2016-12-27,12933490.175288403,1653133.1974441654,9,12098262.484620336
2016-12-28,12826576.49231721,2909551.1077957274,8,11944926.434620779
2016-12-29,12828223.75274812,1656583.4100357178,9,11929591.479910862
2017-01-03,13012261.38051759,357210.5901123169,10,12213265.646878306
2017-01-04,13265247.990930188,357210.5901123169,10,12228599.476829922
2017-01-05,13480352.805078138,357210.5901123169,10,12220931.999474961
2017-01-09,13449015.691125501,357210.5901123169,10,12128930.144523568
2017-01-10,13439264.03249513,357210.5901123169,10,12190263.214813426
2017-01-11,13396003.011804212,2843034.1107422,8,12067595.949475408
2017-01-12,13478225.751501478,1520030.7395996223,9,12151930.32707184
2017-01-15,13338370.726733413,5634835.814624037,6,12029259.68745891
2017-01-16,13269008.64631349,9418501.096264662,3,11852924.579669386
2017-01-17,13334852.826910414,10719557.447271742,2,11914258.774717547
2017-01-18,13327219.974279799,7301955.179357924,5,12029259.68745891
2017-01-19,13397039.500091566,1131234.4036560196,10,12059928.472120447
2017-01-22,13198191.166351331,1131234.4036560196,10,11906592.422120892
2017-01-23,13196139.01306764,725938.5858215471,10,11852924.579669386
2017-01-24,13349639.013421645,450085.97997437953,10,11952591.662459133
2017-01-25,13505433.392468276,1880227.5086792135,9,12167264.157023458
2017-01-26,13563605.970336929,545948.7498779441,10,12174930.509620115
2017-01-29,13730382.526733413,545948.7498779441,10,12136596.497120224
2017-01-30,13673317.841993727,489387.9851211691,10,11967927.741927356
2017-01-31,13724455.81673738,311356.51406404027,10,11998594.277072286
2017-02-01,13794956.730561843,6724297.682099929,5,11868257.2848627
2017-02-02,14111515.122859206,5371073.519770827,6,11914258.774717547
2017-02-05,14152313.798530594,4014929.1305618426,7,11960260.264572397
2017-02-06,13969786.285707107,53844.92218171572,10,11929591.479910862
2017-02-07,14125479.384156814,53844.92218171572,10,11983259.322362365
2017-02-08,14186000.86663057,89293.66448213067,10,11914258.774717547
2017-02-09,14385927.339103714,89293.66448213067,10,12167264.157023458
2017-02-12,14565923.530509964,89293.66448213067,10,12228599.476829922
2017-02-13,15009369.052055374,89293.66448213067,10,12090596.13202368
2017-02-14,15359101.43097383,70012.77435761923,10,12213265.646878306
2017-02-15,15872040.315080276,1720324.4825607443,9,12190263.214813426
2017-02-16,15623989.414811721,1720324.4825607443,9,12144262.849716883
2017-02-19,15568816.30621797,4559737.549504103,7,12159597.8044268
2017-02-20,15555799.791178908,4675165.99906465,7,12228599.476829922
2017-02-21,15450143.852973953,8092041.93036653,5,12243932.182023237
2017-02-22,15489372.37165071,8092041.93036653,5,12243932.182023237
2017-02-23,15442454.32179109,8056590.125013746,5,12190263.214813426
2017-02-26,15439989.960780347,6758997.8099014405,6,12067595.949475408
2017-02-27,15507647.07137605,6758997.8099014405,6,12082928.65466872
2017-02-28,15577951.195222486,3903113.9149490483,8,12220931.999474961
2017-03-01,15638330.44413606,965206.6648391851,10,12312934.97918466
2017-03-02,15546742.34599153,965206.6648391851,10,12251599.659378197
2017-03-05,15530859.318739332,763284.4102920659,10,12220931.999474961
2017-03-06,15587866.482679762,4924820.242445386,7,12220931.999474961
2017-03-07,15729949.6613907,4924820.242445386,7,12182597.986975074
2017-03-08,15720142.08363191,4767107.598768629,7,12228599.476829922
2017-03-09,15771793.083393874,159683.73891145177,10,12397270.481539397
2017-03-12,15920915.013325514,159683.73891145177,10,12397270.481539397
2017-03-13,15919166.746723952,159683.73891145177,10,12381934.402071176
2017-03-14,15892678.243482985,3211181.0266861096,8,12358931.970006295
2017-03-15,15876691.338819899,3243552.300733961,8,12366601.696877861
2017-03-16,15796260.093141187,9642214.933229078,4,12312934.97918466
2017-03-20,15796569.27229768,11187360.66634065,3,12282266.194523124
2017-03-21,15737600.784626782,12627807.327595532,2,12029259.68745891
2017-03-22,15750756.279255688,14165597.587849438,1,12044595.766927136
2017-03-23,15756823.82393495,9589960.36110536,4,12136596.497120224
2017-03-26,15727306.365499891,5050985.979757704,7,11990927.924475629
2017-03-27,15812345.98950807,497926.7115539685,10,12151930.32707184
2017-03-28,15914450.381414808,482596.9741272109,10,12243932.182023237
2017-03-29,15646921.93190309,3564675.1896545542,8,12105927.712458689
2017-03-30,15566638.601188673,9431860.628776563,4,11998594.277072286
2017-04-02,15649943.944047559,8005409.837602247,5,12029259.68745891
2017-04-03,15624992.035148634,6593227.862785352,6,11952591.662459133
2017-04-04,15699647.772453321,6593227.862785352,6,11937257.832507517
2017-04-05,15606648.692686476,8098192.515928663,5,11768587.952556344
2017-04-06,15679219.24258882,6538131.181065382,6,11829923.27236281
2017-04-09,15717383.44322969,6501598.04894258,6,11914258.774717547
2017-04-10,15754870.946574416,1826361.9805099631,9,11875923.637459356
2017-04-11,15697133.644938674,1826361.9805099631,9,11745587.770008072
2017-04-12,15720069.808586136,3366827.1022873065,8,11638250.960346758
2017-04-13,15583207.08914949,9445245.483314529,4,11592251.720008517
2017-04-16,15661068.469154373,9445245.483314529,4,11645918.437701719
2017-04-17,15663995.678627029,9445245.483314529,4,11676586.09760495
2017-04-18,15718498.485755935,6616277.60868074,6,11691921.05231487
2017-04-19,15708900.274769608,5117539.840809646,7,11707252.63274988
2017-04-20,15769735.893653885,5120584.978126541,7,11822256.919766154
2017-04-23,15863516.42343904,5120584.978126541,7,11944926.434620779
2017-04-24,16029937.507130448,3560104.8655288843,8,12059928.472120447
2017-04-25,16189286.064649979,2019666.20991365,9,12220931.999474961
2017-04-26,16243519.028517166,3529203.7453140407,8,12190263.214813426
2017-04-27,16304127.36591951,3529203.7453140407,8,12159597.8044268
2017-04-30,16427850.2044449,5231364.236427322,7,12228599.476829922
2017-05-01,16806326.254249588,5231364.236427322,7,12312934.97918466
2017-05-07,16985726.28397371,3535705.855506912,8,12596606.896635499
2017-05-08,17092474.268251054,370130.38092195103,10,12558271.759377306
2017-05-09,17232273.21539461,370130.38092195103,10,12588940.544038843
2017-05-10,17345343.584657304,1920182.1710830838,9,12604273.249232156
2017-05-11,17388733.288026445,1920182.1710830838,9,12550607.656297257
2017-05-14,17951102.14321443,5231529.776881424,7,12542937.92942569
2017-05-15,17875860.01369783,5231529.776881424,7,12573605.589328922
2017-05-16,17853438.250318922,7086348.589674393,6,12527604.099474074
2017-05-17,17792362.455775466,10787463.581874099,4,12351268.99168455
2017-05-18,17808742.433192458,10787463.581874099,4,12389601.879426135
2017-05-21,17857149.44034578,9065892.363319412,5,12443269.721877638
2017-05-22,17859707.332337964,6012235.707582106,7,12427934.767167721
2017-05-23,17859623.317543045,814428.4444961685,10,12512271.394280761
2017-05-24,17904472.709455885,716228.0195144792,10,12527604.099474074
2017-05-25,17843251.272169508,4098165.4811538835,8,12473936.257022569
2017-05-28,17850897.4374283,4122653.3334243917,8,12473936.257022569
2017-05-29,17836077.976380937,5828133.023988357,7,12489271.211732488
2017-05-30,17780220.962818924,5868660.525807205,7,12435603.369280983
2017-05-31,17967880.0910782,616520.5879043727,10,12596606.896635499
2017-06-01,18207660.425550856,616520.5879043727,10,12788278.083893247
2017-06-04,18168182.117445387,616520.5879043727,10,12788278.083893247
2017-06-05,18015696.08355867,2287466.3289199974,9,12680941.274231933
2017-06-06,18109698.15765535,5777809.040223708,7,12673276.04639358
2017-06-07,17919538.66063997,7457054.224604813,6,12634940.909135388
2017-06-08,17864941.759663407,10995396.227436844,4,12642607.261732044
2017-06-11,17903430.105513014,12757459.402388016,3,12627273.431780428
2017-06-12,17921987.43008577,12690199.295320146,3,12650274.739087004
2017-06-13,17887389.78108675,7535276.4998367485,6,12627273.431780428
2017-06-14,17855543.50829622,9134313.37523958,5,12604273.249232156
2017-06-15,17906025.575300615,2196461.177107257,9,12688609.876345197
2017-06-18,18038338.556300372,2135065.8451187317,9,12757610.423990015
2017-06-19,18074561.0969742,390623.3406265443,10,12834276.199473185
2017-06-20,18009808.93632967,390623.3406265443,10,12795944.436489902
2017-06-21,18061991.6785721,361575.16245882004,10,12780610.606538288
2017-06-22,18067437.823750325,1969933.1850784488,9,12803611.913844863
2017-06-25,18065885.80907747,7346180.486811847,6,12803611.913844863
2017-06-26,18087959.525386065,5596701.310054035,7,12849612.27894141
2017-06-27,18032426.423652668,9100648.61603548,5,12834276.199473185
2017-06-28,18082259.767744467,9126838.832685871,5,12903280.121392915
2017-06-29,18218086.1077347,9143564.525703449,5,12803611.913844863
2017-07-02,18281076.869740315,7373683.90709383,6,12818944.619038178
2017-07-03,18250061.57433016,7373683.90709383,6,12803611.913844863
2017-07-04,18285085.010621663,5844705.6771255685,7,12857279.756296368
2017-07-05,18280411.83953707,3987222.065977497,8,12634940.909135388
2017-07-06,18217214.44327242,7694265.120762654,6,12565938.111973962
2017-07-09,18312312.35460665,4060778.6235275473,8,12838603.144666752
2017-07-10,18438310.40821993,570039.1985031336,10,12947668.707840545
2017-07-11,18233337.1248337,570039.1985031336,10,12885346.97500191
2017-07-12,18221844.324455284,4009215.6943893647,8,12869765.698223524
2017-07-13,18228855.453259297,4336130.624157735,8,12932087.431062158
2017-07-16,18227041.64428713,6148125.787353536,7,12932087.431062158
2017-07-17,18175267.79048159,6115237.251541158,7,12877556.898991868
2017-07-18,18189554.453848287,11074794.970510885,4,12900927.127021993
2017-07-19,18193111.340338156,4031302.1148742903,8,12978832.38615562
2017-07-20,18190691.381756615,2182258.5448425524,9,12947668.707840545
2017-07-23,18208206.089642357,371109.2390564198,10,12900927.127021993
2017-07-24,18097942.795941185,5447723.344036888,7,12846395.4701934
2017-07-25,18240922.308355737,8032774.456793237,6,12893137.051011952
2017-07-26,18285111.041131616,4668378.869500755,8,12932087.431062158
2017-07-27,18398678.24443972,2897619.3394104233,9,12893137.051011952
2017-07-30,18409962.540908836,1175792.820449852,10,12861974.497455178
2017-07-31,18664257.24916079,1175792.820449852,10,12932087.431062158
2017-08-01,18718016.367813133,1175792.820449852,10,12994412.538175704
2017-08-02,18849194.260940574,2985455.894241356,9,12986622.462165663
2017-08-03,18825027.138931297,606318.8015289542,10,12978832.38615562
2017-08-06,19004224.548281886,766817.5353424307,10,13033366.29250082
2017-08-07,19269861.270816065,983706.3788482903,10,13002202.614185745
2017-08-08,19012401.652017236,4566615.952554345,8,12861974.497455178
2017-08-09,19118102.587521385,2653533.391964746,9,12854184.421445137
2017-08-10,19116196.561489895,4557653.397427393,8,12854184.421445137
2017-08-13,18976298.64283755,9891273.130142238,5,12721747.505482916
2017-08-14,19150621.527490262,9782854.361352567,5,12861974.497455178
2017-08-15,19301375.84218753,2637749.9937988576,9,12861974.497455178
2017-08-16,19292353.088879425,473420.6914184869,10,12838603.144666752
2017-08-17,19101127.95765384,473420.6914184869,10,12698377.277452791
2017-08-20,19105241.25647586,4158889.3765930473,8,12690586.076684447
2017-08-21,19033267.62487796,11478310.071777375,4,12682796.000674406
2017-08-22,19106543.904150423,8011999.910009799,6,12721747.505482916
2017-08-23,19238125.54509891,4247207.097222934,8,12667214.72389602
2017-08-24,19209190.070611604,3314497.629815707,9,12690586.076684447
2017-08-27,19207276.88502811,1425508.3181335784,10,12737328.7822613
2017-08-28,19126121.12828983,1493409.0494324064,10,12713957.429472875
2017-08-29,19351102.62745975,574333.9934265476,10,12791862.6886065
2017-08-30,19546142.257586703,574333.9934265476,10,12861974.497455178
2017-08-31,19673746.12416385,574333.9934265476,10,12877556.898991868
2017-09-03,19418846.790399205,2408523.0172058446,9,12752910.059039688
2017-09-04,19288639.12863773,11516189.699316442,4,12636054.419855854
2017-09-05,19265584.03464054,15434791.35885929,2,12667214.72389602
2017-09-06,19307030.65646671,13582382.450900305,3,12713957.429472875
2017-09-07,19287585.490499914,11705137.86781925,4,12682796.000674406
2017-09-10,19358005.848068275,8605702.930587804,6,12823021.867888365
2017-09-11,19541106.925155677,921420.917465246,10,12947668.707840545
2017-09-12,19665513.223983802,921420.917465246,10,13009993.814954089
2017-09-13,19594779.779769935,921420.917465246,10,12978832.38615562
2017-09-14,19656629.318954505,921420.917465246,10,13025573.96697417
2017-09-17,19653468.333798252,4079245.088558996,8,13025573.96697417
2017-09-18,19867521.046810947,4079245.088558996,8,13274867.646878531
2017-09-19,19882905.12221378,2838180.671530188,9,13267076.446110187
2017-09-20,20032573.647360265,2811533.4373993287,9,13259285.245341841
2017-09-21,19927479.60839542,6867784.063961828,7,13228123.816543374
2017-09-24,19965653.186172523,918756.158584631,10,13313819.15168704
2017-09-25,19960745.416610755,978274.2679291137,10,13306029.075677
2017-09-26,20015157.92271427,978274.2679291137,10,13352771.781253856
2017-09-27,20115656.988943517,2441021.8326935177,9,13422885.83961914
2017-09-28,20352278.556143224,518813.88634342025,10,13415095.763609096
2017-10-01,20511300.446402013,518813.88634342025,10,13407303.43808245
2017-10-02,20778166.040884435,518813.88634342025,10,13500787.724477855
2017-10-03,20726437.723330725,552062.0580475219,10,13500787.724477855
2017-10-04,20774329.26493229,403202.97098697536,10,13469627.420437692
2017-10-05,20845223.041543618,2402450.745401038,9,13508580.050004505
2017-10-08,20841317.554214515,6304032.587173499,7,13508580.050004505
2017-10-09,20826027.18861393,10395359.528091468,5,13578692.983611485
2017-10-10,20891824.764920082,2432159.0239532855,9,13602065.461158214
2017-10-11,21051809.66882023,518561.7257049952,10,13617644.488419995
2017-10-12,21102454.593746986,518561.7257049952,10,13703339.823563665
2017-10-15,21084520.531735267,665104.2780731597,10,13789035.158707332
2017-10-16,21034907.838620037,755538.3806122225,10,13804616.435485719
2017-10-17,21059499.333126873,817042.9183319495,10,13827986.663515843
2017-10-18,21086253.558029216,4613587.475265543,8,13866939.293082658
2017-10-19,21108432.626309246,4566537.991299478,8,13859148.092314312
2017-10-22,21338150.44335026,371732.4105133461,10,13983794.932266494
2017-10-23,21491909.961782876,371732.4105133461,10,14077279.2186619
2017-10-24,21369308.481192056,2554993.61913151,9,14046118.914621735
2017-10-25,21353456.179855388,480935.8856659343,10,14046118.914621735
2017-10-26,21658418.01628117,620218.0712128098,10,14201927.183372382
2017-10-29,21700511.45088963,518990.0718002743,10,14178556.95534226
2017-10-30,21867386.43102879,630979.975035138,10,14147393.277027182
2017-10-31,22174966.87859959,2633879.062742658,9,14326572.89856626
2017-11-01,22173571.37660374,251725.91609348822,10,14381107.929669764
2017-11-02,22173571.37660374,251725.91609348822,10,14381107.929669764
2017-11-05,22368345.81813206,251725.91609348822,10,14373315.604143115
2017-11-06,22776286.65522923,251725.91609348822,10,14529124.997652067
2017-11-07,23097060.019055218,277515.53052982874,10,14568077.62721888
2017-11-08,23195942.810229536,4571831.381396528,8,14536915.07366211
2017-11-09,23024550.4365601,8837269.937292524,6,14420057.184961665
2017-11-12,22961334.844744917,13196069.390643355,4,14295411.469767788
2017-11-13,22943700.75662236,15480672.137237594,3,14256458.840200976
2017-11-14,22815877.49719853,18191251.22766728,2,13983794.932266494
2017-11-15,22844216.9524384,15927578.356857343,3,14131813.1250071
2017-11-16,22868680.221139573,9423182.961618086,6,14139604.325775446
2017-11-19,22736771.72320256,3817990.460995529,9,14092861.620198589
2017-11-20,22901694.666159105,1534199.3933319552,10,14201927.183372382
2017-11-21,22954249.411642503,1534199.3933319552,10,14248669.88894924
2017-11-22,22952169.437814377,3612093.2476288304,9,14248669.88894924
2017-11-23,23038522.082885787,3554035.2786865695,9,14287621.393757747
2017-11-26,23149512.167309616,3600880.4351318823,9,14248669.88894924
2017-11-27,23037548.21643071,3724766.2340088356,9,14209718.384140728
2017-11-28,23291749.10266118,1634294.0611572734,10,14318782.822556218
2017-11-29,23596062.961669967,1770257.126709031,10,14381107.929669764
2017-11-30,23732229.843994185,1770257.126709031,10,14420057.184961665
2017-12-03,23664529.172607467,1770257.126709031,10,14303201.545777833
2017-12-04,23715818.41947026,3893451.476110887,9,14357735.452123033
2017-12-05,23388329.49652104,5201292.326110886,8,14155184.477795528
2017-12-06,23623984.371311996,7294646.0519150235,7,14310992.746546175
2017-12-07,23740365.439195298,279290.61009373516,10,14459009.81452848
2017-12-10,23900086.507542465,107561.86612400878,10,14529124.997652067
2017-12-11,24004330.2911118,107561.86612400878,10,14544705.14967215
2017-12-12,24283619.27241063,57183.50123143103,10,14521334.921642026
2017-12-13,24165828.072154284,57183.50123143103,10,14482382.292075211
2017-12-14,24005974.909800768,9697275.092906237,6,14381107.929669764
2017-12-17,24108371.93141942,12034872.724876452,5,14575866.57847062
2017-12-18,24172658.131443836,6089.674412586261,10,14552496.350440493
2017-12-19,24460156.46518407,6089.674412586261,10,14599240.180775654
2017-12-20,24638463.185154773,6089.674412586261,10,14607029.132027391
2017-12-21,24725279.73788915,6089.674412586261,10,14653770.712845944
2017-12-24,24723751.339109853,72499.8864731337,10,14684932.141644413
2017-12-25,24600150.151194815,151417.41804051725,10,14653770.712845944
2017-12-26,24870481.443089344,88714.64011082985,10,14677142.065634372
2017-12-27,24694768.304942373,3513700.0859482326,9,14583657.779238963
2017-12-28,24695338.170311026,8475928.068992667,7,14568077.62721888
2017-12-31,24690315.69879003,13493377.118467765,5,14568077.62721888
2018-01-01,24687904.04302831,15902621.224424796,4,14568077.62721888
2018-01-02,24683998.02310033,19804735.13247533,2,14568077.62721888
2018-01-03,24712660.692771964,489319.622215325,10,14957597.1743372
2018-01-04,24990844.24990087,489319.622215325,10,15074452.813521035
2018-01-07,24990844.24990087,489319.622215325,10,15074452.813521035
2018-01-08,25055934.044822745,489319.622215325,10,15152356.94789636
2018-01-09,25016654.670115717,2776622.0224106377,9,15183519.501453131
2018-01-10,25072054.83289648,2736048.1190292905,9,15152356.94789636
2018-01-11,24840547.067265376,12330535.342411859,5,15058871.536742648
2018-01-14,25197138.508818112,9766038.765165767,6,15113406.567846153
2018-01-15,25174655.535636958,4752544.402824459,8,15199099.653473213
2018-01-16,25124468.471086178,228061.94032445922,10,15167939.349433048
2018-01-17,24838239.79676977,2601967.396867428,9,15058871.536742648
2018-01-18,25234941.918742426,7611685.558879146,7,15144566.871886319
2018-01-21,25216729.729679927,5212821.544865476,8,15191308.452704871
2018-01-22,25440336.55216528,145929.85660864087,10,15331537.69419374
2018-01-23,25432844.675944578,145929.85660864087,10,15238051.158281725
2018-01-24,25238014.738664307,697161.6502854,10,15128985.595107932
2018-01-25,25228800.13000952,3154950.8013962405,9,15082242.889531076
2018-01-28,25217342.84539038,8144149.186943115,7,15090032.965541119
2018-01-29,25159779.952818356,15188296.224791013,4,14903063.267992
2018-01-30,24981700.83004614,19898549.975553952,2,14739466.047989612
2018-01-31,24984672.466296446,14994901.734179746,4,14996548.679145709
2018-02-01,24959050.78720709,5328623.396154845,8,14942017.022317117
2018-02-04,24491581.079003967,5774457.681176817,8,14630398.235299211
2018-02-05,23482955.74195715,19217223.82057043,2,13968213.655488107
2018-02-06,23606975.524708614,21593085.290333614,1,14030538.762601651
2018-02-07,23617182.452784788,19004070.294581663,2,14139604.325775446
2018-02-08,23600836.666651975,16720455.95376135,3,13905889.673132865
2018-02-11,23600836.666651975,16720455.95376135,3,13905889.673132865
2018-02-12,23559547.3349259,16643636.507289182,3,13773453.881928947
2018-02-13,23519273.522731073,11943615.441676388,5,13656598.242745113
2018-02-14,23177068.767018184,7356806.285328733,7,13789035.158707332
2018-02-15,23304874.43070227,484687.9682999244,10,13952634.628226329
2018-02-18,23772459.916542113,484687.9682999244,10,14248669.88894924
2018-02-19,23738003.343055785,484687.9682999244,10,14147393.277027182
2018-02-20,23610790.202186644,484687.9682999244,10,14139604.325775446
2018-02-21,23410450.156678833,4962889.951600706,8,13999376.209044877
2018-02-22,23488046.22041174,14063490.751661742,4,14116230.72347041
2018-02-25,23674412.840272583,7032339.414979614,7,14256458.840200976
2018-02-26,23682821.674426332,387911.0222656862,10,14373315.604143115
2018-02-27,23456673.603442445,525381.9042236945,10,14194137.107362341
2018-02-28,23306442.051202454,7348916.645318666,7,13976004.856256451
2018-03-01,23161965.827926695,18364058.821090758,2,13726711.176352091
2018-03-04,23100180.256637633,18364058.821090758,2,13609853.28765165
2018-03-05,23175657.760220397,16046718.08126532,3,13765663.805918906
2018-03-06,23160684.781143248,10575334.854385436,6,13679968.470775237
2018-03-07,23189866.32800604,1824246.540408385,10,13718919.975583747
2018-03-08,23371480.37524725,1824246.540408385,10,13773453.881928947
2018-03-11,23711069.830682434,1862411.3132263785,10,13991586.133034837
2018-03-12,23919450.241449036,1862411.3132263785,10,14046118.914621735
2018-03-13,23867517.486932434,1862411.3132263785,10,13999376.209044877
2018-03-14,24317825.679071106,1808277.958734191,10,14007166.28505492
2018-03-15,24203397.84093634,1808277.958734191,10,13929263.275437899
2018-03-18,23898717.154821835,11221039.692053283,6,13804616.435485719
2018-03-19,23756598.425036684,15675438.183337463,4,13757872.60515056
2018-03-20,23752266.752038635,20002779.50838629,2,13757872.60515056
2018-03-21,23747232.0170838,17724715.48876349,3,13874729.3690927
2018-03-22,23511297.919134583,19050674.62811896,2,13344981.705243815
2018-03-25,23529095.782904115,19050674.62811896,2,13407303.43808245
2018-03-26,23583138.317865055,12357370.446771305,5,13757872.60515056
2018-03-27,23587873.423471138,783538.2946869568,10,13765663.805918906
2018-03-28,23851549.81812446,783538.2946869568,10,13789035.158707332
2018-03-29,24148386.10352485,783538.2946869568,10,13905889.673132865
2018-04-01,24192652.43958442,783538.2946869568,10,13843567.94029423
2018-04-02,24192682.667245552,783538.2946869568,10,13804616.435485719
2018-04-03,24292383.817758247,783538.2946869568,10,13820197.712264106
2018-04-04,24698874.754647896,734412.0410248474,10,13976004.856256451
2018-04-05,24714960.959738225,782419.0743622496,10,13929263.275437899
2018-04-08,25002887.204855412,782419.0743622496,10,13976004.856256451
2018-04-09,24993901.06288764,782419.0743622496,10,14030538.762601651
2018-04-10,24723077.760031193,5280489.13698432,8,13976004.856256451
2018-04-11,24649113.85179755,5168385.339224311,8,13921470.94991125
2018-04-12,24794069.749884102,8012004.918341133,7,14014956.361064961
2018-04-15,25029316.84303596,3028160.2237732643,9,14061699.066641817
2018-04-16,24757890.37715156,713325.1366730449,10,14014956.361064961
2018-04-17,25249999.201709054,562964.9213135475,10,14178556.95534226
2018-04-18,25190678.193408273,562964.9213135475,10,14170765.754573913
2018-04-19,25151156.164453197,357722.4852539776,10,14178556.95534226
2018-04-22,25196751.284075998,327989.42799689807,10,14162973.429047266
2018-04-23,25184512.47567146,442341.40938727884,10,14342154.175344646
2018-04-24,25170260.49750068,5398980.172183299,8,14326572.89856626
2018-04-25,25253039.522610545,2868532.961331249,9,14357735.452123033
2018-04-26,25127590.05664375,366012.41382148396,10,14404477.032941584
2018-04-29,25120130.501892164,7818107.610656811,7,14404477.032941584
2018-04-30,24754802.768512033,7670830.203814769,7,14365524.40337477
2018-05-01,24622881.053845286,5341713.201062083,8,14342154.175344646
2018-05-02,24617979.009167552,10238855.834118724,6,14342154.175344646
2018-05-03,24617979.009167552,10238855.834118724,6,14342154.175344646
2018-05-06,24546542.147387765,3004570.803393626,9,14357735.452123033
2018-05-07,24770915.086096264,510669.40128181083,10,14420057.184961665
2018-05-08,24853499.643151928,2804632.736413647,9,14349943.126596384
2018-05-09,24710540.40206306,2777833.801110912,9,14404477.032941584
2018-05-10,25473943.533340525,291246.353164745,10,14552496.350440493
2018-05-13,25700155.5938874,291246.353164745,10,14638189.436067557
2018-05-14,25821371.780410837,291246.353164745,10,14622608.15928917
2018-05-15,26115111.020230174,5104817.538784862,8,14575866.57847062
2018-05-16,26368098.86482246,138970.77644355362,10,14645981.761594204
2018-05-17,26621066.17296455,23957.176382518373,10,14700512.293664496
2018-05-20,26780861.564810254,23957.176382518373,10,14700512.293664496
2018-05-21,26795922.77037666,2067.5976471677423,10,14661561.913614288
2018-05-22,26813285.27034004,2709727.848465039,9,14560286.426450538
2018-05-23,26815030.83910072,5371364.846363904,8,14381107.929669764
2018-05-24,26897821.62817543,5104503.378663709,8,14349943.126596384
2018-05-27,26883924.304683,2861851.384455947,9,14342154.175344646
2018-05-28,26743993.205586318,2945797.056904678,9,14272040.116979362
2018-05-29,26685231.198286515,5611472.6899857335,8,14077279.2186619
2018-05-30,26877569.56188515,2837855.084346086,9,14155184.477795528
2018-05-31,27055965.910249405,73496.0127884685,10,14178556.95534226
2018-06-03,27241318.93148964,73496.0127884685,10,14388896.8809215
2018-06-04,27178367.784114152,8872.587580949534,10,14381107.929669764
2018-06-05,26980175.112580948,3008439.5412918865,9,14404477.032941584
2018-06-06,26867386.253059465,521044.08387001185,10,14490172.368085252
2018-06-07,26940201.610041887,8531091.887141496,7,14427849.510488315
2018-06-10,27100298.881770402,8531091.887141496,7,14474592.21606517
2018-06-11,27324115.5932206,5878087.553669816,8,14529124.997652067
2018-06-12,27412023.40558632,413454.66168983607,10,14575866.57847062
2018-06-13,27262550.914131243,413454.66168983607,10,14443428.537750093
2018-06-14,27509203.50702675,210158.97577675013,10,14482382.292075211
2018-06-17,27258310.506269917,10832138.936445696,6,14357735.452123033
2018-06-18,26965965.925752338,13350916.554414447,5,14124023.04899706
2018-06-19,27137461.32023476,15988873.90568398,4,14194137.107362341
2018-06-20,27137383.47599648,15988873.90568398,4,14186345.906593997
2018-06-21,27205207.4767289,13387876.336592183,5,14147393.277027182
2018-06-24,27147941.066938862,10690671.450239643,6,14014956.361064961
2018-06-25,27193338.732945334,122237.58853615308,10,14038327.713853389
2018-06-26,27167567.577873312,20617.306266866624,10,14038327.713853389
2018-06-27,27034242.80868386,444726.4909348362,10,13999376.209044877
2018-06-28,27119802.99239968,444726.4909348362,10,14038327.713853389
2018-07-01,26683754.57356423,13309076.692704856,5,13734502.377120437
2018-07-02,26460466.074479762,10722782.532609645,6,13711131.02433201
2018-07-03,26271957.78453836,13218113.21971902,5,13726711.176352091
2018-07-04,26019435.06791238,20913409.43925027,2,13594273.135631567
2018-07-05,26190996.275688257,15855993.590141382,4,13492999.89798442
2018-07-08,26289758.377073757,3056150.2044663355,9,13656598.242745113
